"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","area_basal","n_caule","multicaule","multicaule_l","rel_hd"
"3A",421,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",20.89,65.73,0.52,0.339326006,1,0,"No",0.317815305
"3A",422,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",30,76.65,0.52,0.461438896,1,0,"No",0.391389432
"3A",423,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",21.46,61.43,0.52,0.296381377,1,0,"No",0.349340713
"3A",424,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",30,76.01,0.52,0.453765368,1,0,"No",0.39468491
"3A",425,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",21,59.65,0.52,0.279454288,1,0,"No",0.352053646
"3A",426,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",18.07,58.06,0.52,0.264754862,1,0,"No",0.311229762
"3A",427,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",21.8,60.99,0.52,0.292150846,1,0,"No",0.357435645
"3A",428,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",30,72.51,0.52,0.4129388,1,0,"No",0.413736036
"3A",429,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",18.91,58.25,0.47,0.266490506,1,0,"No",0.324635193
"3A",430,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",14.12,64.04,0.47,0.322101337,1,0,"No",0.220487196
"3A",431,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",14.43,46.41,0.47,0.169165976,1,0,"No",0.31092437
"3A",432,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",16.3,50.48,0.47,0.200137548,1,0,"No",0.322900158
"3A",433,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",17.25,57.68,0.47,0.261300587,1,0,"No",0.2990638
"3A",435,"Arecaceae","Carpentaria","acuminata","Carpentaria acuminata","Palm",15.4,21.33,0.54,0.035733174,1,0,"No",0.721987811
"3A",436,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",11,70.49078309,0.39,0.39026046,36,1,"Yes",0.15604877
"3A",438,"Arecaceae","Iriartea","deltoidea","Iriartea deltoidea","Palm",10.84,21.01,0.18,0.034669054,1,0,"No",0.515944788
"3A",440,"Arecaceae","Latania","lontaroides","Latania lontaroides","Palm",12.66,25.46,0.54,0.05091042,1,0,"No",0.497250589
"3A",441,"Arecaceae","Hyophorbe","lagenicaulis","Hyophorbe lagenicaulis","Palm",5.45,22.28,0.54,0.038987039,1,0,"No",0.244614004
"3A",442,"Arecaceae","Carpentaria","acuminata","Carpentaria acuminata","Palm",15.89,21.52,0.54,0.036372606,1,0,"No",0.7383829
"3A",443,"Arecaceae","Euterpe","precatoria","Euterpe precatoria","Palm",17.61,19.1,0.54,0.02865211,1,0,"No",0.921989529
"3A",447,"Arecaceae","Attalea","butyracea","Attalea butyracea","Palm",13.07,55.26,0.33,0.239834492,1,0,"No",0.236518277
"3A",448,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","Palm",8.07,26.2,0.54,0.053912872,1,0,"No",0.308015267
"3A",449,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",16.56,58,0.52,0.264207942,1,0,"No",0.285517241
"3A",450,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",16.4,51.18,0.52,0.205726598,1,0,"No",0.320437671
"3A",451,"Arecaceae","Dictyosperma","album","Dictyosperma album","Palm",3.11,15.06,0.54,0.017813113,1,0,"No",0.206507304
"3A",454,"Arecaceae","Archontophoenix","cunninghamiana","Archontophoenix cunninghamiana","Palm",18.49,27.57,0.83,0.059698499,1,0,"No",0.670656511
"3A",456,"Arecaceae","Bentinckia","nicobarica","Bentinckia nicobarica","Palm",19.71,32.12,0.54,0.081029089,1,0,"No",0.613636364
"3A",457,"Arecaceae","Attalea","phalerata","Attalea phalerata","Palm",2.49,25.56,0.33,0.05131113,1,0,"No",0.09741784
"3A",458,"Arecaceae","Sabal","causiarum","Sabal causiarum","Palm",9.38,50.93,0.54,0.203721673,1,0,"No",0.184174357
"3A",459,"Arecaceae","Phoenix","reclinata","Phoenix reclinata","Palm",10.38,44.06634317,0.48,0.152511961,3,1,"Yes",0.235553923
"3A",461,"Arecaceae","Syagrus","cocoides","Syagrus cocoides","Palm",6.02,14.48,0.54,0.016467475,1,0,"No",0.415745856
"3A",462,"Arecaceae","Syagrus","cocoides","Syagrus cocoides","Palm",3.9,17.35,0.54,0.023642252,1,0,"No",0.224783862
"3A",463,"Arecaceae","Astrocaryum","murumuru","Astrocaryum murumuru","Palm",11.19,21.65,0.43,0.036813379,1,0,"No",0.516859122
"3A",464,"Arecaceae","Attalea","phalerata","Attalea phalerata","Palm",8.42,45.07,0.33,0.159538314,1,0,"No",0.186820501
"3A",466,"Arecaceae","Elaeis","guineensis","Elaeis guineensis","Palm",15.48,39.47,0.54,0.12235568,1,0,"No",0.392196605
"3A",468,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",16.33,54.94,0.52,0.237064864,1,0,"No",0.297233345
"3A",470,"Arecaceae","Rhopaloblaste","ceramica","Rhopaloblaste ceramica","Palm",14.42,23.24,0.54,0.042419166,1,0,"No",0.620481928
"3A",472,"Arecaceae","Attalea","phalerata","Attalea phalerata","Palm",9.85,61.43,0.33,0.296381377,1,0,"No",0.160345108
"3A",473,"Arecaceae","Syagrus",NA,NA,"Palm",4.97,15.63,0.54,0.019187034,1,0,"No",0.317978247
"3A",474,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",11.83,49.15,0.52,0.189730401,1,0,"No",0.24069176
"3A",475,"Arecaceae","Aiphanes","minima","Aiphanes minima","Palm",4.06,10.19,0.54,0.008155268,1,0,"No",0.398429833
"3A",476,"Arecaceae","Sabal","bermudana","Sabal bermudana","Palm",4.06,22.7,0.54,0.040470782,1,0,"No",0.178854626
"3A",478,"Arecaceae","Archontophoenix","alexandrae","Archontophoenix alexandrae","Palm",18.41,26.04,0.83,0.053256404,1,0,"No",0.706989247
"3A",479,"Arecaceae","Phoenix","dactylifera","Phoenix dactylifera","Palm",11.09,27.69,0.48,0.060219312,1,0,"No",0.400505598
"3A",481,"Arecaceae","Allagoptera","caudescens","Allagoptera caudescens","Palm",10.39,15.53,0.54,0.018942304,1,0,"No",0.669027688
"3A",484,"Arecaceae","Oenocarpus","mapora","Oenocarpus mapora","Palm",11,25.923553,0.71,0.05278116,5,1,"Yes",0.424324552
"3A",485,"Arecaceae","Sabal","palmetto","Sabal palmetto","Palm",6.48,30.18,0.54,0.071536609,1,0,"No",0.21471173
"3A",488,"Arecaceae","Euterpe","precatoria","Euterpe precatoria","Palm",15.34,14.96,0.54,0.017577337,1,0,"No",1.02540107
"3A",489,"Arecaceae","Sabal","mauritiiformis","Sabal mauritiiformis","Palm",10.98,18.02,0.54,0.025503481,1,0,"No",0.609322974
"3A",491,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",25.03,37.31,0.52,0.10933026,1,0,"No",0.67086572
"3A",492,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",13.34,26.23,0.71,0.054036407,1,0,"No",0.508577964
"3A",493,"Arecaceae","Syagrus",NA,NA,"Palm",9.64,31.1,0.54,0.075964496,1,0,"No",0.309967846
"3A",494,"Arecaceae","Phoenix","dactylifera","Phoenix dactylifera","Palm",9.88,25.02,0.48,0.049165956,1,0,"No",0.394884093
"3A",496,"Moraceae","Ficus","religiosa","Ficus religiosa","Tree",10.63,73.15,0.44,0.42026047,1,0,"No",0.14531784
"3A",497,"Cordiaceae","Cordia","superba","Cordia superba","Tree",5.27,25.62,0.54,0.05155231,1,0,"No",0.205698673
"3A",498,"Arecaceae","Hyophorbe","verschaffeltii","Hyophorbe verschaffeltii","Palm",5.71,21.96,0.54,0.037875167,1,0,"No",0.260018215
"3A",499,"Arecaceae","Attalea","funifera","Attalea funifera","Palm",6.77,21.68,0.33,0.036915473,1,0,"No",0.312269373
"3A",500,"Arecaceae","Livistona",NA,NA,"Palm",14.51,26.1,0.71,0.053502108,1,0,"No",0.555938697
"3A",502,"Arecaceae","Archontophoenix","cunninghamiana","Archontophoenix cunninghamiana","Palm",11.71,21.61,0.83,0.036677474,1,0,"No",0.54187876
"3A",504,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",16.29,21.74,0.52,0.037120085,1,0,"No",0.749310028
"3A",505,"Arecaceae","Rhopaloblaste","ceramica","Rhopaloblaste ceramica","Palm",14.34,23.08,0.54,0.041837092,1,0,"No",0.621317158
"3A",506,"Arecaceae","Astrocaryum","murumuru","Astrocaryum murumuru","Palm",9.05,19.54,0.43,0.029987413,1,0,"No",0.463152508
"3A",511,"Fabaceae","Entada","polystachya","Entada polystachya","Tree",9.13,51.08277792,0.52,0.204945739,3,1,"Yes",0.178729513
"3A",512,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",28.41,56.53,0.52,0.250985049,1,0,"No",0.50256501
"3A",513,"Arecaceae","Astrocaryum","murumuru","Astrocaryum murumuru","Palm",11.59,22.6,0.43,0.040114997,1,0,"No",0.512831858
"3A",516,"Arecaceae","Syagrus",NA,NA,"Palm",12.76,21.1,0.54,0.034966712,1,0,"No",0.604739336
"3A",517,"Arecaceae","Hyophorbe","verschaffeltii","Hyophorbe verschaffeltii","Palm",5.32,20.21,0.54,0.032079125,1,0,"No",0.263236022
"3A",518,"Arecaceae","Euterpe","oleracea","Euterpe oleracea","Palm",14.5,18.74926399,0.39,0.027609486,3,1,"Yes",0.773363691
"3A",520,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",15.82,26.74,0.71,0.056158136,1,0,"No",0.591623037
"3A",521,"Arecaceae","Syagrus",NA,NA,"Palm",5.33,27.18,0.54,0.058021478,1,0,"No",0.196100074
"3A",522,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",23.17,61.12,0.52,0.29339761,1,0,"No",0.379090314
"3A",525,"Arecaceae","Butia","capitata","Butia capitata","Palm",2.52,23.68,0.54,0.044040605,1,0,"No",0.106418919
"3A",526,"Arecaceae","Phoenix","reclinata","Phoenix reclinata","Palm",8.64,51.98771105,0.48,0.212271297,2,1,"Yes",0.166193122
"3A",529,"Arecaceae","Phoenicophorium","borsigianum","Phoenicophorium borsigianum","Palm",10.04,16.23,0.54,0.020688401,1,0,"No",0.618607517
"3A",531,"Arecaceae","Hyophorbe","lagenicaulis","Hyophorbe lagenicaulis","Palm",3.63,13.59,0.54,0.014505369,1,0,"No",0.267108168
"3A",532,"Arecaceae","Roystonea","regia","Roystonea regia","Palm",20.13,52.39,0.52,0.215569184,1,0,"No",0.384233632
"3A",533,"Arecaceae","Phoenix","canariensis","Phoenix canariensis","Palm",1.99,49.85,0.48,0.195173211,1,0,"No",0.039919759
"3B",537,"Arecaceae","Veitchia","joannis","Veitchia joannis","Palm",14.75,15.6,0.54,0.01911345,1,0,"No",0.945512821
"3B",538,"Arecaceae","Attalea","butyracea","Attalea butyracea","Palm",7.98,52.84,0.33,0.219288319,1,0,"No",0.151021953
"3B",540,"Arecaceae","Sabal","mexicana","Sabal mexicana","Palm",3.53,47.75,0.54,0.17907569,1,0,"No",0.073926702
"3B",542,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",31,53.48,0.52,0.224632546,1,0,"No",0.579655946
"3B",543,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",31,54.43,0.52,0.232684016,1,0,"No",0.569538857
"3B",545,"Arecaceae","Adonidia","merrillii","Adonidia merrillii","Palm",8.46,15.28,0.54,0.018337351,1,0,"No",0.553664921
"3B",547,"Arecaceae","Phytelephas","macrocarpa","Phytelephas macrocarpa","Palm",5.5,31.48905365,0.54,0.07787698,5,1,"Yes",0.174663871
"3B",549,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",30,71.46,0.52,0.401066054,1,0,"No",0.419815281
"3B",552,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",25.05,61.12,0.52,0.29339761,1,0,"No",0.409849476
"3B",553,"Arecaceae","Phoenicophorium","borsigianum","Phoenicophorium borsigianum","Palm",5.87,13.69,0.54,0.014719626,1,0,"No",0.428780131
"3B",554,"Arecaceae","Caryota","mitis","Caryota mitis","Palm",3,26.46877406,0.54,0.055024681,4,1,"Yes",0.113341101
"3B",555,"Arecaceae","Caryota","mitis","Caryota mitis","Palm",4,36.53915024,0.54,0.104859255,4,1,"Yes",0.109471621
"3B",558,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",16.06,26.1,0.71,0.053502108,1,0,"No",0.61532567
"3B",560,"Arecaceae","Acrocomia","aculeata","Acrocomia aculeata","Palm",18.5,23.49,0.54,0.043336708,1,0,"No",0.787569178
"3B",561,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",15.06,22.92,0.71,0.041259039,1,0,"No",0.657068063
"3B",562,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",15.82,39.95,0.52,0.125349743,1,0,"No",0.395994994
"3B",566,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",7.35,22.44,0.71,0.039549007,1,0,"No",0.327540107
"3B",569,"Bignoniaceae","Kigelia","africana","Kigelia africana","Tree",7.78,51.25,0.56,0.206289736,1,0,"No",0.151804878
"3B",573,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",8.18,28.33,0.71,0.063035185,1,0,"No",0.288739852
"3B",574,"Arecaceae","Phoenix","reclinata","Phoenix reclinata","Palm",5.5,26.95030427,0.48,0.057044953,3,1,"Yes",0.204079329
"3B",581,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14.08,28.49,0.71,0.063749206,1,0,"No",0.494208494
"3B",582,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14,29.79,0.71,0.069699697,1,0,"No",0.469956361
"3B",583,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14,25.56,0.71,0.05131113,1,0,"No",0.547730829
"3B",584,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14,30.05,0.71,0.070921651,1,0,"No",0.465890183
"3B",585,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14,25.62,0.71,0.05155231,1,0,"No",0.546448087
"3B",586,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14,29.44,0.71,0.068071527,1,0,"No",0.475543478
"3B",587,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14,27.02,0.71,0.057340381,1,0,"No",0.518134715
"3B",588,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14,29.28,0.71,0.06733363,1,0,"No",0.478142077
"3B",590,"Arecaceae","Sabal","mauritiiformis","Sabal mauritiiformis","Palm",9.14,18.3,0.54,0.026302199,1,0,"No",0.499453552
"3B",591,"Arecaceae","Elaeis","guineensis","Elaeis guineensis","Palm",12.51,40.11,0.54,0.126355807,1,0,"No",0.311892296
"3B",592,"Arecaceae","Phoenix","pusilla","Phoenix pusilla","Palm",1.7,35.01,0.48,0.096266261,1,0,"No",0.048557555
"3B",593,"Arecaceae","Butia","capitata","Butia capitata","Palm",1.9,36.13,0.54,0.102524062,1,0,"No",0.052587877
"3B",595,"Arecaceae","Acanthophoenix","rubra","Acanthophoenix rubra","Palm",6.55,23.84,0.54,0.044637759,1,0,"No",0.274748322
"3B",598,"Myrtaceae","Psidium","cattleianum","Psidium cattleianum","Tree",5.74,11.62,1.12,0.010604792,1,0,"No",0.493975904
"3B",602,"Arecaceae","Attalea","phalerata","Attalea phalerata","Palm",7.68,57.3,0.33,0.257868994,1,0,"No",0.134031414
"3B",603,"Malvaceae","Patinoa","paraensis","Patinoa paraensis","Tree",8.83,26.74,0.47,0.056158136,1,0,"No",0.330216904
"3B",604,"Arecaceae","Dictyosperma","album","Dictyosperma album","Palm",3.73,15.6,0.54,0.01911345,1,0,"No",0.239102564
"3B",607,"Arecaceae","Phoenix","loureiroi","Phoenix loureiroi","Palm",5.28,48.8,0.48,0.18703786,1,0,"No",0.108196721
"3B",609,"Arecaceae","Butia","yatay","Butia yatay","Palm",5.81,46.79,0.54,0.171947542,1,0,"No",0.124171832
"3B",613,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",18,39.31,0.54,0.121365701,1,0,"No",0.457898753
"3B",615,"Arecaceae","Caryota","mitis","Caryota mitis","Palm",6.66,37.32736128,0.54,0.109432032,7,1,"Yes",0.178421398
"3B",616,"Arecaceae","Archontophoenix","alexandrae","Archontophoenix alexandrae","Palm",11.78,28.97,0.83,0.065915397,1,0,"No",0.406627546
"3B",617,"Arecaceae","Attalea","maripa","Attalea maripa","Palm",17.45,31.19,0.33,0.076404798,1,0,"No",0.55947419
"3B",618,"Arecaceae","Syagrus","coronata","Syagrus coronata","Palm",8.89,29.13,0.54,0.066645503,1,0,"No",0.305183659
"3B",619,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",29.06,52.49,0.52,0.21639291,1,0,"No",0.553629263
"3B",620,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",18.71,59.24,0.52,0.275625872,1,0,"No",0.315833896
"3B",622,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",4.87,62.77,0.52,0.309452602,1,0,"No",0.077584834
"3B",623,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",16.33,57.04,0.52,0.255534131,1,0,"No",0.286290323
"3B",625,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",34.93,74.17,0.52,0.432062366,1,0,"No",0.470945126
"3B",627,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",35.1,72.26,0.52,0.410096248,1,0,"No",0.485745918
"3B",628,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",23.44,56.66,0.52,0.252140739,1,0,"No",0.413695729
"3B",630,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",20.74,56.98,0.52,0.254996824,1,0,"No",0.363987364
"3B",631,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",31.66,73.53,0.52,0.424638154,1,0,"No",0.430572555
"3C",632,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14.01,30.08,0.71,0.071063328,1,0,"No",0.465757979
"3C",634,"Arecaceae","Latania","lontaroides","Latania lontaroides","Palm",15.91,25.94,0.54,0.052848154,1,0,"No",0.613338473
"3C",635,"Arecaceae","Phoenix","reclinata","Phoenix reclinata","Palm",1.3,16.87,0.48,0.022352188,1,0,"No",0.07705987
"3C",636,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","Palm",7.67,22.92,0.54,0.041259039,1,0,"No",0.334642234
"3C",639,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",13.19,27.37,0.71,0.058835504,1,0,"No",0.481914505
"3C",640,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",15.27,27.69,0.71,0.060219312,1,0,"No",0.551462622
"3C",642,"Lamiaceae","Gmelina",NA,NA,"Tree",8.88,27.63,0.47,0.059958623,1,0,"No",0.321389794
"3C",643,"Arecaceae","Livistona","saribus","Livistona saribus","Palm",23.63,31.35,0.71,0.077190699,1,0,"No",0.753748006
"3C",644,"Pandanaceae","Pandanus","tectorius","Pandanus tectorius","Arborescent",9.54,28.39114299,0.33,0.063307569,3,1,"Yes",0.336020287
"3C",645,"Pandanaceae","Pandanus","tectorius","Pandanus tectorius","Arborescent",7.87,18.76815388,0.33,0.027665148,2,1,"Yes",0.419327338
"3C",647,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",12.91,22.12,0.71,0.038429092,1,0,"No",0.58363472
"3C",648,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",12.55,20.69,0.71,0.033621018,1,0,"No",0.606573224
"3C",649,"Arecaceae","Acrocomia","aculeata","Acrocomia aculeata","Palm",18.91,32.47,0.54,0.082804599,1,0,"No",0.582383739
"3C",650,"Pandanaceae",NA,NA,NA,"Arborescent",2.4,22.79822142,0.33,0.040821769,3,1,"Yes",0.10527137
"3C",651,"Pandanaceae","Pandanus","utilis","Pandanus utilis","Arborescent",8.2,25.769513,0.33,0.052155763,3,1,"Yes",0.31820547
"3C",653,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",11.67,24.38,0.71,0.046682842,1,0,"No",0.478671042
"3C",654,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",9.38,20.63,0.71,0.033426302,1,0,"No",0.454677654
"3C",655,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14.09,29.44,0.71,0.068071527,1,0,"No",0.478600543
"3C",656,"Pandanaceae","Pandanus","utilis","Pandanus utilis","Arborescent",6.51,20.05,0.33,0.031573203,1,0,"No",0.324688279
"3C",658,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",13.47,25.46,0.71,0.05091042,1,0,"No",0.5290652
"3C",660,"Pandanaceae","Pandanus","houlletii","Pandanus houlletii","Arborescent",3.29,15.33517851,0.33,0.018470028,2,1,"Yes",0.2145394
"3C",665,"Melastomataceae","Pleroma","granulosum","Pleroma granulosum","Tree",7.04,35.64938429,0.64,0.099814572,6,1,"Yes",0.197478866
"3C",667,"Pandanaceae","Pandanus","utilis","Pandanus utilis","Arborescent",6.95,21.86403439,0.33,0.03754486,2,1,"Yes",0.317873631
"3D",669,"Malvaceae","Pseudobombax","longiflorum","Pseudobombax longiflorum","Tree",12.4,48.38,0.29,0.18383221,1,0,"No",0.256304258
"3D",671,"Pandanaceae","Pandanus","utilis","Pandanus utilis","Arborescent",10.49,24.37294812,0.33,0.04665584,3,1,"Yes",0.430395205
"3D",675,"Moraceae","Ficus","religiosa","Ficus religiosa","Tree",18.33,123.82,0.44,1.204124743,1,0,"No",0.148037474
"3D",676,"Chrysobalanaceae","Moquilea","tomentosa","Moquilea tomentosa","Tree",20.27,87.19840939,0.98,0.59718241,2,1,"Yes",0.232458369
"3D",678,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",18.46,63.34,0.47,0.315098256,1,0,"No",0.291443006
"3D",679,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",18.01,47.11,0.47,0.174307506,1,0,"No",0.382296752
"3D",680,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",20.01,62.07,0.47,0.302589164,1,0,"No",0.32237796
"3D",681,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",15.73,48.51,0.47,0.184821474,1,0,"No",0.324263039
"3D",682,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",17.72,62.71,0.47,0.308861291,1,0,"No",0.282570563
"3D",683,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",11.3,30.43,0.47,0.072726684,1,0,"No",0.371344068
"3D",684,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",13.22,43.23,0.47,0.146777793,1,0,"No",0.305806153
"3D",685,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",7.63,21.8,0.47,0.037325262,1,0,"No",0.35
"3D",686,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",18,50.93,0.47,0.203721673,1,0,"No",0.353426271
"3D",687,"Lecythidaceae","Couroupita","guianensis","Couroupita guianensis","Tree",18,42.46,0.47,0.141595634,1,0,"No",0.423928403
"3D",688,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",13.99,23.87,0.71,0.044750173,1,0,"No",0.586091328
"3D",698,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",12.15,22.03,0.71,0.038117014,1,0,"No",0.551520654
"3D",700,"Arecaceae","Livistona","chinensis","Livistona chinensis","Palm",14.63,25.11,0.71,0.049520305,1,0,"No",0.5826364
"3D",701,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",30,69.42,0.52,0.378494088,1,0,"No",0.432152118
"3D",704,"Arecaceae","Roystonea","oleracea","Roystonea oleracea","Palm",30,41.89,0.52,0.137819478,1,0,"No",0.716161375
