"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","area_basal","n_caule","multicaule","multicaule_l","rel_hd"
"33B",6849,"Fabaceae","Luetzelburgia","trialata","Luetzelburgia trialata","Tree",10.95,39.63,0.67,0.12334968,1,0,"No",0.276305829
"33B",6850,"Lecythidaceae",NA,NA,NA,"Tree",13.45,37.56,0.66,0.110800329,1,0,"No",0.358093717
"33B",6851,"Fabaceae","Dalbergia","nigra","Dalbergia nigra","Tree",23.86,44.56,0.68,0.155948157,1,0,"No",0.53545781
"33B",6852,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",16.72,35.17,0.76,0.097148169,1,0,"No",0.475405175
"33B",6853,"Fabaceae","Barnebydendron","riedelii","Barnebydendron riedelii","Tree",12.13,42.4,0.72,0.14119574,1,0,"No",0.286084906
"33B",6854,"Fabaceae","Paubrasilia","echinata","Paubrasilia echinata","Tree",18.36,50.29,0.89,0.198633801,1,0,"No",0.365082521
"33B",6855,"Apocynaceae","Geissospermum","laeve","Geissospermum laeve","Tree",10.9,34.7,0.76,0.094569007,1,0,"No",0.314121037
"33B",6856,NA,NA,NA,NA,"Tree",21.59,34.06,0.62,0.091112753,1,0,"No",0.633881386
"33B",6859,"Apocynaceae","Aspidosperma","parvifolium","Aspidosperma parvifolium","Tree",16.05,43.93,0.71,0.151569664,1,0,"No",0.365353972
"33B",6861,"Bignoniaceae","Tabebuia",NA,NA,"Tree",16.36,28.01,0.6,0.061619206,1,0,"No",0.584077115
"33C",6865,"Bignoniaceae","Tabebuia",NA,NA,"Tree",14.08,44.4,0.6,0.154830252,1,0,"No",0.317117117
"33C",6866,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",14.66,44.95,0.76,0.158689895,1,0,"No",0.326140156
"33C",6867,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",12.88,42.21,0.76,0.139933142,1,0,"No",0.305140962
"33C",6868,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",9.18,30.91,0.76,0.075039147,1,0,"No",0.296991265
"33C",6869,"Sapindaceae","Tripterodendron","filicifolium","Tripterodendron filicifolium","Tree",13.05,34.48469951,0.75,0.093399118,2,1,"Yes",0.3784287
"33C",6870,"Apocynaceae","Geissospermum","laeve","Geissospermum laeve","Tree",11.04,64.33,0.76,0.325025163,1,0,"No",0.17161511
"33C",6871,"Proteaceae","Roupala","macrophylla","Roupala montana","Tree",12.14,31.19,0.84,0.076404798,1,0,"No",0.389227316
"33C",6872,"Fabaceae","Pterocarpus","rohrii","Pterocarpus rohrii","Tree",15.52,67.61,0.41,0.359014305,1,0,"No",0.229551841
"33C",6873,"Bignoniaceae","Tabebuia","pallida","Tabebuia pallida","Tree",10.71,18.33,0.58,0.026388506,1,0,"No",0.584288052
"33C",6874,"Bignoniaceae","Tabebuia","aurea","Tabebuia aurea","Tree",5.21,12.38,0.76,0.012037358,1,0,"No",0.420840065
"33C",6875,"Cordiaceae","Cordia","trichotoma","Cordia trichotoma","Tree",16.12,51.06,0.56,0.204763009,1,0,"No",0.315707011
"33C",6876,"Fabaceae","Platycyamus","regnellii","Platycyamus regnellii","Tree",8.44,14.51,0.81,0.016535781,1,0,"No",0.581667815
"33C",6877,NA,NA,NA,NA,"Tree",12.5,29.63,0.62,0.068953003,1,0,"No",0.421869727
"33C",6878,"Fabaceae","Cenostigma","pluviosum","Cenostigma pluviosum","Tree",8.1,10.19,0.89,0.008155268,1,0,"No",0.794896958
"34A",6886,"Fabaceae","Swartzia","flaemingii","Swartzia flaemingii","Tree",7.56,22.6,0.84,0.040114997,1,0,"No",0.334513274
"34A",6887,"Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","Tree",9.3,19.74,1.05,0.030604422,1,0,"No",0.47112462
"34A",6888,"Lauraceae","Cinnamomum","verum","Cinnamomum verum","Tree",12.61,33.26,0.5,0.086882913,1,0,"No",0.379134095
"34A",6889,"Bignoniaceae","Handroanthus","incanus","Handroanthus incanus","Tree",4.75,10.66,0.76,0.008924919,1,0,"No",0.445590994
"34A",6890,"Fabaceae","Poecilanthe","falcata","Poecilanthe falcata","Tree",5.95,18.3,0.72,0.026302199,1,0,"No",0.325136612
"34A",6891,"Bignoniaceae","Tabebuia","gemmiflora","Tabebuia gemmiflora","Tree",11.69,31.83,0.6,0.079572529,1,0,"No",0.367263588
"34A",6894,"Arecaceae","Archontophoenix","alexandrae","Archontophoenix alexandrae","Palm",5.1,23.81213976,0.54,0.04453349,2,1,"Yes",0.214176468
"34A",6895,"Anacardiaceae","Spondias",NA,NA,"Tree",11.77,25.46,0.35,0.05091042,1,0,"No",0.462293794
"34A",6897,"Lauraceae","Cinnamomum","verum","Cinnamomum verum","Tree",5.7,37.12086879,0.5,0.108224639,2,1,"Yes",0.153552441
"34A",6901,"Arecaceae","Archontophoenix","cunninghamiana","Archontophoenix cunninghamiana","Palm",13.66,27.63,0.54,0.059958623,1,0,"No",0.494390156
"34A",6903,"Lauraceae","Cinnamomum","verum","Cinnamomum verum","Tree",5.6,11.14,0.5,0.00974676,1,0,"No",0.502692998
"34A",6904,"Bignoniaceae","Handroanthus","ochraceus","Handroanthus ochraceus","Tree",9.21,23.55689708,0.76,0.043583896,4,1,"Yes",0.3909683
"34A",6905,"Fabaceae","Poeppigia","procera","Poeppigia procera","Tree",19.52,48.38,0.78,0.18383221,1,0,"No",0.403472509
"34A",6907,"Fabaceae","Poeppigia","procera","Poeppigia procera","Tree",15.14,29.09,0.78,0.0664626,1,0,"No",0.520453764
"34A",6908,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",9.88,17.09,0.48,0.022938975,1,0,"No",0.578115857
"34A",6911,"Bignoniaceae","Tabebuia",NA,NA,"Tree",7.58,17.35,0.6,0.023642252,1,0,"No",0.436887608
"34A",6913,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",11.01,23.55,0.54,0.043558378,1,0,"No",0.467515924
"34A",6914,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",11.53,23.87,0.54,0.044750173,1,0,"No",0.483033096
"34A",6915,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",10.25,23.78,0.54,0.044413355,1,0,"No",0.431034483
"34A",6916,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",13.2,18.21,0.76,0.026044125,1,0,"No",0.724876442
"34A",6917,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",10.5,20.05,0.76,0.031573203,1,0,"No",0.523690773
"34A",6918,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",8.73,23.24,0.54,0.042419166,1,0,"No",0.375645439
"34A",6920,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",9.92,24.19,0.54,0.045958053,1,0,"No",0.410086813
"34A",6921,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",10.95,21.2,0.76,0.035298935,1,0,"No",0.516509434
"34A",6922,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",10.73,25.94,0.54,0.052848154,1,0,"No",0.413646877
"34A",6923,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",10.63,23.55,0.54,0.043558378,1,0,"No",0.451380042
"34A",6924,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",9.33,23.94,0.54,0.045013022,1,0,"No",0.389724311
"34A",6925,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",9.3,22.6,0.54,0.040114997,1,0,"No",0.411504425
"34A",6926,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",10.71,16.01,0.76,0.020131334,1,0,"No",0.668956902
"34A",6927,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",8.5,22.92,0.54,0.041259039,1,0,"No",0.370855148
"34A",6929,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",10.33,12.41,0.76,0.012095768,1,0,"No",0.832393231
"34A",6930,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",10.76,21.96,0.54,0.037875167,1,0,"No",0.489981785
"34A",6931,"Arecaceae","Cocos","nucifera","Cocos nucifera","Palm",8.78,22.15,0.54,0.038533401,1,0,"No",0.396388262
"34A",6933,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",17,39.79,0.55,0.124347701,1,0,"No",0.427243026
"34A",6934,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",17,89.76,0.55,0.632784116,1,0,"No",0.189393939
"34A",6935,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",17,79.9,0.55,0.501398973,1,0,"No",0.212765957
"34A",6937,"Lauraceae","Cinnamomum","verum","Cinnamomum verum","Tree",7.51,36.61,0.5,0.105266295,1,0,"No",0.205135209
"34A",6938,"Lauraceae","Cinnamomum","verum","Cinnamomum verum","Tree",6.8,21.01,0.5,0.034669054,1,0,"No",0.323655402
"34A",6939,"Arecaceae","Archontophoenix","cunninghamiana","Archontophoenix cunninghamiana","Palm",14.68,30.08,0.54,0.071063328,1,0,"No",0.488031915
"34A",6940,"Meliaceae","Guarea","macrophylla","Guarea macrophylla","Tree",14.53,28.97,0.52,0.065915397,1,0,"No",0.501553331
"34B",6942,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",14.92,33.9,0.76,0.090258742,1,0,"No",0.440117994
"34B",6943,"Fabaceae","Machaerium","obovatum","Machaerium obovatum","Tree",6.8,11.46,0.73,0.01031476,1,0,"No",0.593368237
"34B",6944,"Fabaceae","Senna","cana","Senna cana","Tree",7,20.76955705,0.6,0.033880074,2,1,"Yes",0.337031742
"34B",6945,"Lauraceae","Persea","americana","Persea americana","Tree",10.95,44.72,0.6,0.157070082,1,0,"No",0.244856887
"34B",6946,"Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","Tree",14.22,55.02148035,0.73,0.237768558,2,1,"Yes",0.258444519
"34B",6947,"Fabaceae","Machaerium","nyctitans","Machaerium nyctitans","Tree",14.5,45.94951251,0.73,0.165825646,2,1,"Yes",0.31556374
"34B",6951,"Meliaceae","Guarea","guidonia","Guarea guidonia","Tree",14.73,69.71,0.76,0.381662989,1,0,"No",0.211303974
"34B",6953,"Meliaceae","Cedrela","odorata","Cedrela odorata","Tree",15.59,69.71,0.44,0.381662989,1,0,"No",0.223640798
"34B",6954,"Meliaceae","Cedrela","odorata","Cedrela odorata","Tree",8.2,19.1,0.44,0.02865211,1,0,"No",0.429319372
"34B",6955,"Meliaceae","Cedrela","odorata","Cedrela odorata","Tree",16.18,31.83,0.44,0.079572529,1,0,"No",0.508325479
"34B",6957,"Polygonaceae","Triplaris","americana","Triplaris americana","Tree",16,29.6,0.49,0.068813445,1,0,"No",0.540540541
"34B",6964,NA,NA,NA,NA,"Tree",13.65,79.39,0.44,0.495018563,1,0,"No",0.171936012
"34C",6966,"Bignoniaceae","Handroanthus",NA,NA,"Tree",8.06,35.97,0.76,0.101618027,1,0,"No",0.224075619
"34C",6968,"Oxalidaceae","Averrhoa","carambola","Averrhoa carambola","Tree",7.91,40.81,0.55,0.130804616,1,0,"No",0.193825043
"34C",6971,"Apocynaceae","Cascabela","peruviana","Cascabela thevetia","Shrub",5.33,19.29994819,0.72,0.029255139,2,1,"Yes",0.276166545
"34C",6972,"Araucariaceae","Araucaria",NA,NA,"Tree",9.21,17.57,0.48,0.024245626,1,0,"No",0.524188958
"34C",6973,"Solanaceae","Iochroma","arborescens","Iochroma arborescens","Shrub",6.15,10.35,0.62,0.008413381,1,0,"No",0.594202899
"34C",6974,"Asparagaceae","Dracaena","reflexa","Dracaena reflexa","Tree",7.23,39.4507275,0.42,0.122236221,5,1,"Yes",0.183266582
"34C",6975,"Malvaceae","Pseudobombax","munguba","Pseudobombax munguba","Tree",23.3,102.88,0.27,0.831288538,1,0,"No",0.226477449
"34C",6977,"Bignoniaceae","Tabebuia",NA,NA,"Tree",9.69,38.2,0.6,0.114608442,1,0,"No",0.253664921
"34C",6979,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",9.42,11.4,0.76,0.010207035,1,0,"No",0.826315789
"34C",6980,"Fabaceae",NA,NA,NA,"Tree",5.34,80.09,0.72,0.503786434,1,0,"No",0.066674991
"34D",6981,"Bignoniaceae","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",14.3,50.61,0.76,0.201169694,1,0,"No",0.282552855
"34D",6983,"Malvaceae","Eriotheca","pentaphylla","Eriotheca pentaphylla","Tree",13.3,50.48,0.43,0.200137548,1,0,"No",0.263470681
"34D",6984,"Fabaceae","Poeppigia","procera","Poeppigia procera","Tree",11.36,33.49634308,0.78,0.088122067,2,1,"Yes",0.339141499
"34D",6988,"Malvaceae","Pachira","glabra","Pachira glabra","Tree",9.12,26.74,0.48,0.056158136,1,0,"No",0.341062079
"34D",6989,"Polygonaceae","Triplaris","weigeltiana","Triplaris weigeltiana","Tree",11.23,59.9051951,0.49,0.28185053,3,1,"Yes",0.187462873
"34D",6993,"Polygonaceae","Triplaris",NA,NA,"Tree",14.29,32.73801766,0.51,0.084177232,2,1,"Yes",0.43649558
"34D",6995,"Bixaceae","Bixa","orellana","Bixa orellana","Shrub",3.73,11.46,0.4,0.01031476,1,0,"No",0.32547993
"34D",6997,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",17.42,163.17,0.55,2.091079327,1,0,"No",0.106759821
"34D",6999,"Meliaceae","Cedrela","odorata","Cedrela odorata","Tree",20,76.52,0.44,0.459875003,1,0,"No",0.261369577
"34D",7000,"Moraceae",NA,NA,NA,"Tree",20,153.11,0.46,1.841183161,1,0,"No",0.130625041
"35A",7004,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.18,14.32,0.83,0.016105563,1,0,"No",0.361731844
"35A",7005,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.01,20.44,0.83,0.032813433,1,0,"No",0.294031311
"35A",7010,"Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Tree",6,19.00043421,0.73,0.02835417,2,1,"Yes",0.315782257
"35A",7020,"Myrtaceae","Eugenia","ilhensis","Eugenia acapulcensis","Tree",7.75,22.31,0.73,0.039092102,1,0,"No",0.347377857
"35A",7022,"Myrtaceae","Eugenia","ilhensis","Eugenia acapulcensis","Tree",7.47,20.02,0.73,0.03147879,1,0,"No",0.373126873
"35A",7028,"Anacardiaceae","Astronium",NA,NA,"Tree",25.04,70.73,0.87,0.392913723,1,0,"No",0.354022338
"35A",7035,"Polygonaceae","Coccoloba","alnifolia","Coccoloba alnifolia","Tree",8,38.62915738,0.69,0.117198041,4,1,"Yes",0.20709745
"35A",7043,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.22,23.75255986,0.83,0.044310916,3,1,"Yes",0.261866512
"35A",7050,"Myrtaceae","Myrcia","selloi","Myrcia selloi","Tree",5.47,21.17092346,0.78,0.035202174,2,1,"Yes",0.258373236
"35A",7051,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.71,12.25,0.83,0.011785881,1,0,"No",0.547755102
"35A",7056,"Erythroxylaceae","Erythroxylum","pulchrum","Erythroxylum pulchrum","Tree",10.49,46.41,1.07,0.169165976,1,0,"No",0.226028873
"35A",7058,"Myrtaceae","Eugenia","hiraeifolia","Eugenia hiraeifolia","Tree",11.8,55.42,0.73,0.241225338,1,0,"No",0.212919524
"35A",7060,"Polygonaceae","Coccoloba","alnifolia","Coccoloba alnifolia","Tree",7.3,14.71,0.69,0.016994767,1,0,"No",0.496261047
"35A",7061,"Euphorbiaceae","Alchornea","trewioides","Alchornea trewioides","Tree",12.58,54.75,0.41,0.235428008,1,0,"No",0.229771689
"35A",7063,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.8,12.73,0.83,0.012727605,1,0,"No",0.534171249
"35A",7064,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.8,16.71,0.83,0.02193021,1,0,"No",0.406941951
"35A",7065,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.8,11.46,0.83,0.01031476,1,0,"No",0.506108202
"35A",7066,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.89,10.19,0.83,0.008155268,1,0,"No",0.578017664
"35A",7067,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.29,16.96379969,0.83,0.022601442,2,1,"Yes",0.37078957
"35A",7070,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6,12.35,0.83,0.011979089,1,0,"No",0.48582996
"35A",7071,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6,11.17,0.83,0.009799326,1,0,"No",0.537153089
"35A",7074,"Myrtaceae","Myrcia","selloi","Myrcia selloi","Tree",8.08,19.14830802,0.78,0.028797228,2,1,"Yes",0.421969398
"35A",7075,"Myrtaceae","Myrcia","selloi","Myrcia selloi","Tree",5.65,10.57,0.78,0.008774853,1,0,"No",0.534531693
"35A",7076,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.6,11.62,0.83,0.010604792,1,0,"No",0.481927711
"35A",7078,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.61,13.69,0.83,0.014719626,1,0,"No",0.482834186
"35A",7080,"Burseraceae","Protium","heptaphyllum","Protium heptaphyllum","Tree",6.97,37.11723589,0.47,0.108203457,5,1,"Yes",0.18778338
"35A",7081,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",3.69,10.5,0.83,0.008659015,1,0,"No",0.351428571
"35A",7085,"Myrtaceae","Myrcia","selloi","Myrcia selloi","Tree",4.44,16.79152763,0.78,0.022144725,2,1,"Yes",0.264419063
"35A",7086,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.8,26.26324809,0.83,0.054173482,3,1,"Yes",0.258916947
"35A",7092,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",8.2,19.8,0.83,0.03079075,1,0,"No",0.414141414
"35A",7093,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.7,14.16,0.83,0.015747673,1,0,"No",0.402542373
"35A",7094,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.56,25.44470475,0.83,0.050849269,2,1,"Yes",0.257813956
"35A",7097,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.38,16.4138143,0.83,0.021159671,2,1,"Yes",0.327772686
"35A",7102,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.81,15.60937218,0.83,0.019136423,2,1,"Yes",0.372212279
"35A",7103,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",6.23,21.73419656,0.83,0.037100269,2,1,"Yes",0.286645056
"35A",7104,"Myrtaceae","Eugenia","uniflora","Eugenia uniflora","Shrub/tree",5.9,13.05,0.83,0.013375527,1,0,"No",0.45210728
"35B",7125,"Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","Tree",8.76,28.14315725,0.93,0.062206464,2,1,"Yes",0.311265716
"35B",7126,"Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","Tree",8.93,26.65394905,0.93,0.055797277,2,1,"Yes",0.335034782
"35B",7127,"Sapotaceae","Sideroxylon","obtusifolium","Sideroxylon obtusifolium","Tree",8.8,18.24069352,0.93,0.026131995,2,1,"Yes",0.482437797
"35B",7134,"Fabaceae","Bauhinia",NA,NA,"Tree",8.23,18.46,0.72,0.026764139,1,0,"No",0.445828819
"35B",7145,"Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Tree",6.2,11.14,0.73,0.00974676,1,0,"No",0.556552962
"35B",7155,"Clusiaceae","Clusia","fluminensis","Clusia fluminensis","Shrub",6.15,16.55,0.68,0.021512252,1,0,"No",0.371601208
"35B",7156,"Myrtaceae","Eugenia","copacabanensis","Eugenia copacabanensis","Tree",6.06,17.03,0.73,0.022778188,1,0,"No",0.355842631
"35B",7158,"Clusiaceae","Clusia","fluminensis","Clusia fluminensis","Shrub",4.87,10.98,0.68,0.009468792,1,0,"No",0.443533698
"35C",7167,"Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Tree",8.06,38.83,0.71,0.118419892,1,0,"No",0.207571465
"35C",7168,"Magnoliaceae","Magnolia","champaca","Magnolia champaca","Tree",8.9,37.5,0.5,0.110446617,1,0,"No",0.237333333
"35C",7169,"Magnoliaceae","Magnolia","champaca","Magnolia champaca","Tree",6.36,35.97,0.5,0.101618027,1,0,"No",0.176814012
"35C",7170,"Magnoliaceae","Magnolia","champaca","Magnolia champaca","Tree",8.2,23.4,0.5,0.043005262,1,0,"No",0.35042735
"35C",7171,"Magnoliaceae","Magnolia","champaca","Magnolia champaca","Tree",8.76,26.2,0.5,0.053912872,1,0,"No",0.334351145
"35C",7172,"Magnoliaceae","Magnolia","champaca","Magnolia champaca","Tree",6.25,35.4,0.5,0.098422956,1,0,"No",0.176553672
"35C",7173,"Magnoliaceae","Magnolia","champaca","Magnolia champaca","Tree",7.12,31.61,0.5,0.078476364,1,0,"No",0.225245176
"35C",7174,"Magnoliaceae","Magnolia","champaca","Magnolia champaca","Tree",7.73,27.31,0.5,0.05857783,1,0,"No",0.283046503
"35C",7175,"Magnoliaceae","Magnolia","champaca","Magnolia champaca","Tree",11.04,59.84,0.5,0.281237385,1,0,"No",0.184491979
"35C",7176,"Myrtaceae","Eugenia","brasiliensis","Eugenia brasiliensis","Tree",11.04,36.65257563,0.71,0.105511277,3,1,"Yes",0.301206663
"35C",7180,"Arecaceae","Attalea",NA,NA,"Palm",4.54,38.2,0.54,0.114608442,1,0,"No",0.118848168
"35C",7181,"Arecaceae","Attalea",NA,NA,"Palm",3.48,38.2,0.54,0.114608442,1,0,"No",0.091099476
"35C",7185,"Bignoniaceae",NA,NA,NA,"Tree",8.87,39.95,0.64,0.125349743,1,0,"No",0.222027534
"36A",7191,"Arecaceae","Syagrus","romanzoffiana","Syagrus romanzoffiana","Palm",16.63,34,0.54,0.090792028,1,0,"No",0.489117647
"36A",7192,"Myrtaceae","Syzygium","malaccense","Syzygium malaccense","Tree",15.98,92.98,0.6,0.678998735,1,0,"No",0.171864917
"36A",7193,"Bignoniaceae","Tabebuia",NA,NA,"Tree",10.15,14.64,0.6,0.016833407,1,0,"No",0.693306011
"36A",7194,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",13.62,43.58,0.6,0.149164107,1,0,"No",0.312528683
"36A",7195,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",10.55,21.36,0.64,0.03583376,1,0,"No",0.493913858
"36A",7196,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",11.69,28.74,0.76,0.064872914,1,0,"No",0.406750174
"36A",7197,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",11.13,42.97,0.76,0.145017558,1,0,"No",0.259017919
"36A",7198,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",10.93,30.56,0.76,0.073349403,1,0,"No",0.357657068
"36A",7200,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",13.6,36.61,0.76,0.105266295,1,0,"No",0.371483201
"36A",7201,"Anacardiaceae","Spondias","mombin","Spondias mombin","Tree",20.38,192.58,0.37,2.912810598,1,0,"No",0.10582615
"36A",7203,"Bignoniaceae","Handroanthus","impetiginosum","Handroanthus impetiginosum","Tree",13.55,36.1,0.76,0.102353874,1,0,"No",0.37534626
"36A",7204,"Bignoniaceae","Tabebuia","roseoalba","Tabebuia roseoalba","Tree",12.15,30.83743342,0.6,0.074687226,2,1,"Yes",0.394001661
"36A",7205,"Lamiaceae","Clerodendrum","quadriloculare","Clerodendrum quadriloculare","Shrub",3.17,15.30848131,0.49,0.018405775,2,1,"Yes",0.207074754
"36A",7206,"Arecaceae","Ravenea","rivularis","Ravenea rivularis","Palm",3.31,32.82,0.54,0.084599352,1,0,"No",0.100853138
"36A",7207,"Arecaceae","Ravenea","rivularis","Ravenea rivularis","Palm",5.61,32.4,0.54,0.082447958,1,0,"No",0.173148148
"36A",7208,"Arecaceae","Ravenea","rivularis","Ravenea rivularis","Palm",4.59,33.49,0.54,0.088088695,1,0,"No",0.137055838
"36A",7209,"Bignoniaceae","Tabebuia",NA,NA,"Tree",16.05,61.43,0.6,0.296381377,1,0,"No",0.261272994
"36A",7210,"Fabaceae","Cassia","leptophylla","Cassia leptophylla","Tree",6.52,41.09,0.74,0.132605691,1,0,"No",0.158676077
"36A",7211,NA,NA,NA,NA,"Tree",9.73,33.74,0.62,0.089408753,1,0,"No",0.288381743
"36A",7213,"Meliaceae","Guarea","guidonia","Guarea guidonia","Tree",17.21,96.26,0.76,0.727748964,1,0,"No",0.17878662
"36A",7214,"Anacardiaceae","Mangifera","indica","Mangifera indica","Tree",22.14,102.27,0.55,0.821459948,1,0,"No",0.216485773
"36A",7215,"Arecaceae","Archontophoenix","alexandrae","Archontophoenix alexandrae","Palm",20.42,32.75,0.83,0.084238862,1,0,"No",0.62351145
"36C",7218,"Malvaceae","Eriotheca","gracilipes","Eriotheca gracilipes","Tree",19.64,46.15,0.44,0.167275868,1,0,"No",0.425568797
"36C",7219,"Fabaceae","Albizia","polycephala","Albizia polycephala","Tree",16.3,28.3,0.56,0.062901754,1,0,"No",0.575971731
"36C",7220,"Bignoniaceae","Sparattosperma","leucanthum","Sparattosperma leucanthum","Tree",18.25,94.79,0.57,0.705691567,1,0,"No",0.192530858
"36C",7221,"Moraceae","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",12.09,81.36,0.53,0.519890356,1,0,"No",0.14859882
"36C",7222,NA,NA,NA,NA,"Tree",22.95,80.34,0.62,0.50693647,1,0,"No",0.285660941
"36C",7223,"Moraceae","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",19.65,139.23,0.53,1.522493782,1,0,"No",0.141133376
"36C",7227,"Arecaceae","Attalea","phalerata","Attalea phalerata","Palm",7.14,32.98,0.33,0.085426219,1,0,"No",0.216494845
"36C",7228,"Euphorbiaceae","Alchornea","glandulosa","Alchornea glandulosa","Tree",14.09,38.55,0.4,0.116718217,1,0,"No",0.365499351
"36C",7229,NA,NA,NA,NA,"Tree",14.96,19.99,0.62,0.031384518,1,0,"No",0.748374187
"36C",7230,"Fabaceae","Anadenanthera","colubrina","Anadenanthera colubrina","Tree",14.61,37.97,0.86,0.113232495,1,0,"No",0.384777456
"36C",7232,"Anacardiaceae","Schinopsis","brasiliensis","Schinopsis brasiliensis","Tree",7.76,20.4,1.23,0.03268513,1,0,"No",0.380392157
"36C",7233,NA,NA,NA,NA,"Tree",10.98,31.09554952,0.62,0.075942756,2,1,"Yes",0.353105193
"36C",7234,"Moraceae","Artocarpus","heterophyllus","Artocarpus heterophyllus","Tree",16.6,69.39,0.53,0.378167024,1,0,"No",0.239227554
"36C",7235,NA,NA,NA,NA,"Tree",23.39,123.89,0.62,1.2054866,1,0,"No",0.188796513
"36C",7236,"Fabaceae","Samanea","saman","Samanea saman","Tree",23.66,97.59,0.5,0.747998139,1,0,"No",0.242442873
"36C",7237,"Malpighiaceae","Spachea",NA,NA,"Tree",19.4,26.74,0.59,0.056158136,1,0,"No",0.725504862
