"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","n_caule","multicaule","multicaule_l","rel_hd","area_basal"
"7A",1721,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",16.96,141.46,0.55,1,0,"No",0.119892549130496,1.5716548926512
"7B",1733,"ARALIACEAE","Dendropanax","arboreus","Dendropanax arboreus","Tree",6.62,52.5627063610693,0.4,3,1,"Yes",0.125944808749481,0.21699279695045
"7B",1734,"LECYTHIDACEAE","Bertholletia","excelsa","Bertholletia excelsa","Tree",18.48,47.75,0.61,1,0,"No",0.387015706806283,0.179075689993139
"7B",1735,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",3.47,13.69,0.55,1,0,"No",0.253469685902118,0.0147196260731113
"7B",1736,"PHYLLANTHACEAE","Baccaurea","bracteata","Baccaurea bracteata","Tree",9.07,38.2,0.63,1,0,"No",0.237434554973822,0.114608441595609
"7C",1757,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",12.19,28.11,0.71,1,0,"No",0.433653504091071,0.0620599716107905
"7C",1758,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",12.2,53.28,0.52,1,0,"No",0.228978978978979,0.222955563368908
"7C",1760,"LEGUMINOSAE","Dalbergia","nigra","Dalbergia nigra","Tree",12.09,25.2097163807925,0.68,3,1,"Yes",0.479576993940775,0.0499143937704348
"7D",1762,"MELIACEAE","Khaya","senegalensis","Khaya senegalensis","Tree",30.26,130.19,0.52,1,0,"No",0.232429526077272,1.33120559835624
"7D",1769,"ARECACEAE","Euterpe","oleracea","Euterpe oleracea","Arborescent",17.19,24.670891755265,0.39,5,1,"Yes",0.696772543551513,0.0478034869806531
"7D",1771,"ARECACEAE","Roystonea","borinquena","Roystonea borinquena","Arborescent",12.45,46.79,0.52,1,0,"No",0.266082496259885,0.17194754192585
"7D",1772,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",25.5,71.62,0.52,1,0,"No",0.356045797263334,0.402864050304606
"7D",1773,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",30,81.68,0.52,1,0,"No",0.367286973555338,0.523987997984128
"7D",1775,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",19.99,62.2,0.52,1,0,"No",0.321382636655949,0.303857983047858
"7D",1776,"ARECACEAE","Roystonea","borinquena","Roystonea borinquena","Arborescent",15.78,40.23,0.52,1,0,"No",0.392244593586875,0.127112993520527
"7D",1779,"LEGUMINOSAE","Plathymenia","reticulata","Plathymenia reticulata","Tree",19.6,117.77,0.52,1,0,"No",0.166426084741445,1.08932941623997
"7D",1780,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",19.4,157.125907793718,0.55,3,1,"Yes",0.123467862635799,1.93903425338044
"7D",1781,"CUPRESSACEAE","Callitropsis","funebris","Callitropsis funebris","Tree",15.79,68.44,0.47,1,0,"No",0.230713033313852,0.367883138673194
"7E",1800,"ARECACEAE","Dictyosperma","album","Dictyosperma album","Arborescent",17.57,17.28,0.54,1,0,"No",1.01678240740741,0.0234518634953417
"7E",1801,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14.86,24.86,0.71,1,0,"No",0.597747385358005,0.0485391458783626
"7E",1802,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14.57,25.5,0.71,1,0,"No",0.571372549019608,0.0510705155749191
"7E",1803,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",13.5,22.79,0.71,1,0,"No",0.592365072400176,0.0407923318237837
"7E",1804,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",14.04,27.02,0.71,1,0,"No",0.519615099925981,0.0573403805292474
"7E",1807,"MELASTOMATACEAE","Pleroma","granulosum","Pleroma granulosum","Tree",10.44,39.53,0.64,1,0,"No",0.26410321274981,0.122727958494647
"7E",1811,"LAURACEAE","Aniba","firmula","Aniba firmula","Tree",12.18,34.06,0.56,1,0,"No",0.357604227833235,0.09111275288275
"7E",1814,"LAURACEAE","Nectandra","grandiflora","Nectandra grandiflora","Tree",8.5,27.5275825309815,0.61,5,1,"Yes",0.308781201198234,0.0595149438401725
"7E",1815,"MORACEAE","Ficus","clusiifolia","Ficus clusiifolia","Tree",14.86,85.94,0.41,1,0,"No",0.17291133348848,0.580070233487465
"7E",1817,"ARECACEAE","Syagrus","romanzoffiana","Syagrus romanzoffiana","Arborescent",19.46,29.41,0.54,1,0,"No",0.661679700782047,0.0679328649174112
"7E",1820,"ARECACEAE","Astrocaryum","murumuru","Astrocaryum murumuru","Arborescent",8.66,30.6621427822649,0.43,4,1,"Yes",0.282432968285862,0.0738405435086889
"7E",1822,"LEGUMINOSAE","Hymenaea","courbaril","Hymenaea courbaril","Tree",19,96.45,0.74,1,0,"No",0.196993260756869,0.730624691831651
"7F",1823,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",36.75,75.57,0.52,1,0,"No",0.486304088924176,0.448527138794442
"7F",1824,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",22.85,67.23,0.52,1,0,"No",0.339878030641083,0.35498998744499
"7F",1826,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",22.77,66.84,0.52,1,0,"No",0.340664272890485,0.350883352506089
"7F",1827,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",36.8,80.02,0.52,1,0,"No",0.459885028742814,0.502906183402581
"7F",1828,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",22.2,66.97,0.52,1,0,"No",0.331491712707182,0.352249576173263
"7F",1829,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",35,82.95,0.52,1,0,"No",0.421940928270042,0.540409110638423
"7F",1830,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",18.8,67.67,0.52,1,0,"No",0.277818826658785,0.359651796783652
"7F",1831,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",35,82.57,0.52,1,0,"No",0.423882766137822,0.535469144686212
"7F",1833,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",15.73,60.16,0.52,1,0,"No",0.261469414893617,0.284253313916103
"7F",1834,"ARECACEAE","Dypsis","lutescens","Dypsis lutescens","Arborescent",5.87,15.087972030727,0.54,2,1,"Yes",0.389051622580265,0.0178793457163123
"7F",1836,"CUPRESSACEAE","Callitropsis","funebris","Callitropsis funebris","Tree",14.45,45.9,0.47,1,0,"No",0.314814814814815,0.165468470462738
"7F",1837,"CUPRESSACEAE","Callitropsis","funebris","Callitropsis funebris","Tree",15.66,58.63,0.47,1,0,"No",0.267098754903633,0.269978804398115
"7F",1838,"ARECACEAE","Euterpe","oleracea","Euterpe oleracea","Arborescent",11.47,36.9693197124318,0.39,12,1,"Yes",0.310257264380847,0.107342770309909
"7F",1846,"LAURACEAE","Aniba","firmula","Aniba firmula","Tree",7.5,26.52,0.56,1,0,"No",0.282805429864253,0.0552378696458325
"7F",1849,"LAURACEAE","Litsea","glutinosa","Litsea glutinosa","Tree",6.83,15.95,0.44,1,0,"No",0.428213166144201,0.0199807256263719
"7F",1850,"ARECACEAE","Livistona","chinensis","Livistona chinensis","Arborescent",13.87,23.97,0.71,1,0,"No",0.578639966624948,0.0451259075619985
"7F",1851,"CELASTRACEAE","Monteverdia","gonoclada","Monteverdia gonoclada","Tree",11.07,65.38,0.77,1,0,"No",0.169317834200061,0.335721932112085
"7F",1853,"LAURACEAE","Cryptocarya","saligna","Cryptocarya saligna","Tree",14.2,41.38,0.56,1,0,"No",0.343160947317545,0.134484073093737
"7F",1854,"LAURACEAE","Cinnamomum","verum","Cinnamomum verum","Tree",6.04,32.21,0.5,1,0,"No",0.187519403911829,0.0814838106694055
"7F",1855,"ARECACEAE","Euterpe","oleracea","Euterpe oleracea","Arborescent",10.24,37.7521059015255,0.39,12,1,"Yes",0.271243146719034,0.111936634853456
"7F",1856,"CUPRESSACEAE","Callitropsis","funebris","Callitropsis funebris","Tree",10.1,48.38,0.47,1,0,"No",0.2087639520463,0.183832210496325
"7F",1857,"MYRTACEAE","Plinia","edulis","Plinia edulis","Tree",10.95,35.4607191128437,0.95,3,1,"Yes",0.308792384191497,0.098760881658098
"7F",1858,"LAURACEAE","Cinnamomum","camphora","Cinnamomum camphora","Tree",12.77,44.56,0.46,1,0,"No",0.286579892280072,0.155948156669373
"7F",1859,"LAURACEAE","Cinnamomum","camphora","Cinnamomum camphora","Tree",12.4,52.1840483289674,0.46,2,1,"Yes",0.237620506592946,0.213877656507003
"7F",1860,"LAURACEAE","Cinnamomum","camphora","Cinnamomum camphora","Tree",12.04,39.92,0.46,1,0,"No",0.301603206412826,0.125161553973842
"7F",1862,"LAURACEAE","Cinnamomum","camphora","Cinnamomum camphora","Tree",10.1,54.1887451414037,0.46,5,1,"Yes",0.186385567217775,0.230625895350335
"7F",1866,"LEGUMINOSAE","Dalbergia","nigra","Dalbergia nigra","Tree",21.82,65.5850051459935,0.68,3,1,"Yes",0.332697999358668,0.337830608371082
"7D",1867,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",35,78.11,0.52,1,0,"No",0.448086032518244,0.479184936191175
"7D",1868,"CHRYSOBALANACEAE","Moquilea","tomentosa","Moquilea tomentosa","Tree",16.17,93.58,0.98,1,0,"No",0.172793331908527,0.687790167703401
"5E",1870,"CHRYSOBALANACEAE","Moquilea","tomentosa","Moquilea tomentosa","Tree",18.74,98.1,0.98,1,0,"No",0.191029561671763,0.755836561925332
"8A",1874,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",35,79.51,0.52,1,0,"No",0.440196201735631,0.496516160383234
"8A",1875,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",24.5,64.55,0.52,1,0,"No",0.379550735863672,0.327252049092356
"8A",1876,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",35,48.76,0.52,1,0,"No",0.71780147662018,0.186731366444838
"8A",1877,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",35,80.47,0.52,1,0,"No",0.434944699888157,0.508578368208545
"8A",1878,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",24,65.83,0.52,1,0,"No",0.364575421540331,0.340359276297957
"8A",1879,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",15.83,64.3,0.52,1,0,"No",0.246189735614308,0.324722085258512
"8A",1880,"SAPOTACEAE","Mimusops","balata","Mimusops balata","Tree",13.62,60.16,0.83,1,0,"No",0.226396276595745,0.284253313916103
"8A",1882,"SAPOTACEAE","Manilkara","subsericea","Manilkara subsericea","Tree",6.13,21.39,0.89,1,0,"No",0.286582515194016,0.0359344871035378
"8A",1883,"CUPRESSACEAE","Callitropsis","funebris","Callitropsis funebris","Tree",12.01,63.2318630122504,0.47,2,1,"Yes",0.18993588719145,0.314023273666987
"8A",1884,"CUPRESSACEAE","Callitropsis","funebris","Callitropsis funebris","Tree",14.5,48.7,0.47,1,0,"No",0.297741273100616,0.186272097014809
"8A",1885,"MYRTACEAE","Neomitranthes","obscura","Neomitranthes obscura","Tree",7.8,40.7235423311873,0.76,4,1,"Yes",0.191535400741073,0.130250973342566
"8A",1886,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",15.96,60.48,0.33,1,0,"No",0.263888888888889,0.287285327817935
"8A",1887,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",16.8,55.07,0.33,1,0,"No",0.305066279280915,0.238188085858644
"8A",1888,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",16,47.43,0.33,1,0,"No",0.337339236769977,0.17668355568299
"8A",1889,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",11.64,41.7,0.33,1,0,"No",0.279136690647482,0.136572101235019
"8A",1890,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",17.18,50.93,0.33,1,0,"No",0.33732574121343,0.203721672856111
"8A",1891,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",13.25,39.41,0.33,1,0,"No",0.336209083988835,0.121983966522424
"8A",1892,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",17.71,59.21,0.33,1,0,"No",0.299104880932275,0.275346780933451
"8A",1893,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",14.44,46.98,0.33,1,0,"No",0.307364836100468,0.173346830855704
"8A",1894,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",14.23,40.43,0.33,1,0,"No",0.351966361612664,0.12837999783772
"8A",1895,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",17.42,51.63,0.33,1,0,"No",0.337400736006198,0.209360203350774
"8A",1896,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",20,55.13,0.33,1,0,"No",0.362778886268819,0.238707391124283
"8A",1897,"MYRTACEAE","Campomanesia","guazumifolia","Campomanesia guazumifolia","Tree",8.58,48.7355660683243,0.82,2,1,"Yes",0.176052125627747,0.186544268894353
"8A",1899,"MYRTACEAE","Syzygium","aromaticum","Syzygium aromaticum","Tree",8.23,23.33,0.65,1,0,"No",0.352764680668667,0.0427483502417617
"8A",1900,"MYRTACEAE","Syzygium","aromaticum","Syzygium aromaticum","Tree",8.55,32.53,0.65,1,0,"No",0.262834306793729,0.0831109043365527
"8A",1901,"MYRTACEAE","Syzygium","aromaticum","Syzygium aromaticum","Tree",8.28,25.4,0.65,1,0,"No",0.325984251968504,0.0506707479097498
"8A",1902,"MYRTACEAE","Syzygium","aromaticum","Syzygium aromaticum","Tree",11.84,32.75,0.65,1,0,"No",0.361526717557252,0.0842388617628976
"8A",1903,"SAPINDACEAE","Dimocarpus","longan","Dimocarpus longan","Tree",8.59,40.11,0.7,1,0,"No",0.214161057092994,0.126355806859159
"8A",1907,"RUTACEAE","Murraya","paniculata","Murraya paniculata","Shrub",2.98,25.7870684646394,0.88,5,1,"Yes",0.11556179811933,0.0522268494369075
"8A",1908,"RUTACEAE","Zanthoxylum","riedelianum","Zanthoxylum riedelianum","Tree",14.1,45.2,0.48,1,0,"No",0.311946902654867,0.160459986374752
"8A",1909,"RUTACEAE","Clausena","excavata","Clausena excavata","Tree",5.28,21.4822345206452,0.48,3,1,"Yes",0.24578448740636,0.03624505709929
"8A",1910,"RUTACEAE","Casimiroa","edulis","Casimiroa edulis","Tree",6.66,23.2989656422769,0.7,2,1,"Yes",0.285849599602618,0.0426346952735365
"8A",1912,"RUTACEAE","Pilocarpus","spicatus","Pilocarpus spicatus","Shrub",4.7,15.02,0.7,1,0,"No",0.312916111850866,0.017718613982173
"8A",1917,"MALVACEAE","Ceiba","pentandra","Ceiba pentandra","Tree",39.63,219,0.25,1,0,"No",0.180958904109589,3.7668481314705
"8A",1918,"LEGUMINOSAE","Peltogyne","angustiflora","Peltogyne angustiflora","Tree",22.5,29.73,0.8,1,0,"No",0.756811301715439,0.0694192152336777
"8A",1921,"RUTACEAE","Bergera","koenigii","Bergera koenigii","Tree",10.8,39.47,0.68,1,0,"No",0.273625538383583,0.122355679765196
"8A",1922,"RUTACEAE","Metrodorea","nigra","Metrodorea nigra","Tree",3.8,14.5244139296565,1.05,2,1,"Yes",0.261628456638861,0.0165686496992897
"8A",1925,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",8.94,15.12,0.89,1,0,"No",0.591269841269841,0.017955332988621
"8A",1926,"ARECACEAE","Syagrus","romanzoffiana","Syagrus romanzoffiana","Arborescent",12.82,25.91,0.54,1,0,"No",0.494789656503281,0.0527259856777099
"8A",1927,"ARECACEAE","Syagrus","romanzoffiana","Syagrus romanzoffiana","Arborescent",18,30.43,0.54,1,0,"No",0.591521524811042,0.072726683979377
"8A",1928,"MYRTACEAE","Psidium","myrtoides","Psidium myrtoides","Tree",9.13,31.2515951592875,0.81,3,1,"Yes",0.292145087425616,0.0767068698139711
"8A",1931,"LECYTHIDACEAE","Pachylecythis","pisonis","Pachylecythis pisonis","Tree",15.23,42.02,0.88,1,0,"No",0.362446454069491,0.138676214330687
"8B",1934,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",18.75,59.84,0.33,1,0,"No",0.313335561497326,0.281237384968657
"8B",1935,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",19.67,54.05,0.33,1,0,"No",0.363922294172063,0.229446415804471
"8B",1936,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",18.1,53.79,0.33,1,0,"No",0.336493772076594,0.227244285018011
"8B",1937,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",21.05,59.21,0.33,1,0,"No",0.355514271237967,0.275346780933451
"8B",1938,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",13.01,38.1,0.33,1,0,"No",0.341469816272966,0.114009182796937
"8B",1939,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",14.87,46.89,0.33,1,0,"No",0.317125186606952,0.172683302925321
"8B",1940,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",15.82,49.34,0.33,1,0,"No",0.320632346980138,0.191200124914937
"8B",1941,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",11.66,33.07,0.33,1,0,"No",0.352585424856365,0.0858930987905718
"8B",1942,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",19.38,52.2,0.33,1,0,"No",0.371264367816092,0.21400843315519
"8B",1943,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",12.04,39.15,0.33,1,0,"No",0.307535121328225,0.120379743649795
"8B",1944,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",18.49,42.78,0.33,1,0,"No",0.43221131369799,0.143737948414151
"8B",1945,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",18.65,54.05,0.33,1,0,"No",0.345050878815911,0.229446415804471
"8B",1946,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",19.47,53.54,0.33,1,0,"No",0.363653343294733,0.225136865396075
"8B",1947,"ARECACEAE","Attalea","butyracea","Attalea butyracea","Arborescent",18.09,46.09,0.33,1,0,"No",0.392492948578867,0.166841197226706
"8B",1948,"MYRTACEAE","Eugenia","luschnathiana","Eugenia luschnathiana","Tree",5.44,11.46,0.73,1,0,"No",0.474694589877836,0.0103147597436048
"8B",1949,"CUPRESSACEAE","Callitropsis","funebris","Callitropsis funebris","Tree",14.02,62.2690244021857,0.47,2,1,"Yes",0.225152074158847,0.30453275002596
"8B",1950,"CUPRESSACEAE","Callitropsis","funebris","Callitropsis funebris","Tree",11.82,49.2054438045223,0.47,3,1,"Yes",0.240217323248971,0.190158694804253
"8B",1952,"MYRTACEAE","Melaleuca","leucadendra","Melaleuca leucadendra","Tree",22.35,76.9,0.63,1,0,"No",0.290637191157347,0.464453843304878
"8B",1953,"MELIACEAE",NA,NA,"NA NA","Tree",13.17,39.09,0.59,1,0,"No",0.336914811972371,0.120011046335969
"8B",1956,"PRIMULACEAE",NA,NA,"NA NA","Tree",12.48,44.88,0.7,1,0,"No",0.27807486631016,0.158196029044869
"8B",1957,"MYRTACEAE","Psidium","cattleyanum","Psidium cattleyanum","Tree",8.61,32.94,1.12,1,0,"No",0.261384335154827,0.0852191250646155
"8B",1958,"MYRTACEAE","Myrciaria","tenella","Myrciaria tenella","Shrub",9.63,27.4205215121813,0.7,4,1,"Yes",0.351196821538276,0.059052909808609
"8B",1966,"MYRTACEAE","Syzygium","aromaticum","Syzygium aromaticum","Tree",12.18,25.5,0.65,1,0,"No",0.477647058823529,0.0510705155749191
"8B",1968,"MYRTACEAE","Syzygium","aromaticum","Syzygium aromaticum","Tree",11.1,24.22,0.65,1,0,"No",0.458298926507019,0.0460721159993516
"8B",1969,"MYRTACEAE","Syzygium","aromaticum","Syzygium aromaticum","Tree",13.25,37.75,0.65,1,0,"No",0.350993377483444,0.111924147022658
"8B",1970,"EBENACEAE","Diospyros","ebenaster","Diospyros ebenaster","Tree",10.82,48,0.68,1,0,"No",0.225416666666667,0.180955736846772
"8B",1971,"MYRTACEAE","Eugenia","copacabanensis","Eugenia copacabanensis","Tree",8.5,30.88,0.73,1,0,"No",0.275259067357513,0.0748935582422824
"8B",1973,"MYRTACEAE","Campomanesia","schlechtendaliana","Campomanesia schlechtendaliana","Tree",7.24,15.57,0.82,1,0,"No",0.464996788696211,0.019040007122181
"8B",1974,"MYRTACEAE","Myrcia","carioca","Myrcia carioca","Tree",8.11,15.3555234362102,0.78,2,1,"Yes",0.528148716889432,0.0185190682283627
"8B",1978,"EBENACEAE","Diospyros","ebenaster","Diospyros ebenaster","Tree",11.67,50.61,0.68,1,0,"No",0.230586840545347,0.201169694311747
"8B",1979,"MYRTACEAE","Eugenia","acutata","Eugenia acutata","Tree",9.24,28.4262009420886,0.73,2,1,"Yes",0.32505222976592,0.0634640121995328
"8B",1980,"MYRTACEAE","Lophostemon","confertus","Lophostemon confertus","Tree",17.78,84.61,0.73,1,0,"No",0.210140645313793,0.562254929137396
"8B",1984,"SAPOTACEAE","Chrysophyllum","oliviforme","Chrysophyllum oliviforme","Tree",12.18,33.77,0.9,1,0,"No",0.360675155463429,0.0895678197174758
"8B",1985,"SAPOTACEAE","Chrysophyllum","oliviforme","Chrysophyllum oliviforme","Tree",13.75,32.18,0.9,1,0,"No",0.427284027346178,0.081332095306182
"8B",1987,"MYRTACEAE","Eugenia","sprengelii","Eugenia sprengelii","Tree",8.72,11.27,0.73,1,0,"No",0.773735581188997,0.00997556983877837
"8B",1990,"MYRTACEAE","Lophostemon","confertus","Lophostemon confertus","Tree",16.31,70.73,0.73,1,0,"No",0.230595221263962,0.392913723162799
"8B",1991,"MYRTACEAE","Syzygium","jambos","Syzygium jambos","Tree",9.16,30.24,0.7,1,0,"No",0.302910052910053,0.0718213319544838
"8B",1992,"PHYLLANTHACEAE","Bridelia","tomentosa","Bridelia tomentosa","Tree",6.08,27.1235690866818,0.61,2,1,"Yes",0.224159290415265,0.0577808004033542
"8B",1993,"MYRTACEAE","Eucalyptus",NA,"Eucalyptus NA","Tree",25.8,60.8,0.83,1,0,"No",0.424342105263158,0.290333426674154
"8B",1994,"MYRTACEAE","Plinia","peruviana","Plinia peruviana","Shrub",6.02,10.25,0.95,1,0,"No",0.587317073170732,0.00825158945419444
"8B",1996,"MYRTACEAE","Melaleuca","leucadendra","Melaleuca leucadendra","Tree",14.68,54.94,0.63,1,0,"No",0.267200582453586,0.237064864383225
"8B",1997,"EBENACEAE","Diospyros","ebenaster","Diospyros ebenaster","Tree",10.37,47.24,0.68,1,0,"No",0.219517358171041,0.175270836444542
"8B",1998,"MYRTACEAE","Psidium","cattleyanum","Psidium cattleyanum","Tree",10.62,35.6845428722297,1.12,3,1,"Yes",0.297607847689837,0.100011549693492
"8B",2000,"MELASTOMATACEAE","Mouriri",NA,"Mouriri NA","Tree",19.56,74.7964016514164,0.84,2,1,"Yes",0.261509906467935,0.43939113603039
"8B",2001,"CLUSIACEAE","Garcinia","leptophylla","Garcinia leptophylla","Tree",17.24,37.97,0.74,1,0,"No",0.454042665262049,0.113232494699172
