"sec_cant","tombo","family","genus","species","name","habito_pad","altura","dap","densidade","n_caule","multicaule","multicaule_l","rel_hd","area_basal"
"32C",6589,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",10.09,16.07,0.89,1,0,"No",0.627878033602987,0.0202825070166758
"32C",6590,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",8.23,34.0289567868308,0.89,3,1,"Yes",0.241852844668603,0.0909467432729527
"32C",6591,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",8.68,16.49,0.89,1,0,"No",0.526379624014554,0.021356554713085
"32C",6592,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",17.44,31.93,0.89,1,0,"No",0.546194801127466,0.0800732983997967
"32C",6593,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",9.73,20.44,0.89,1,0,"No",0.476027397260274,0.0328134326119208
"32C",6594,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",10.01,15.5,0.89,1,0,"No",0.645806451612903,0.0188691908756237
"32C",6595,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",10.49,24.4592416072126,0.89,2,1,"Yes",0.428876748038937,0.0469867985544259
"32C",6597,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",10.91,13.81,0.89,1,0,"No",0.790007241129616,0.0149788074670324
"32C",6599,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",11.03,30.59,0.89,1,0,"No",0.360575351422033,0.0734934839142652
"32C",6602,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",12.14,29.16,0.89,1,0,"No",0.416323731138546,0.0667828456566565
"32C",6603,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",7.91,11.3,0.89,1,0,"No",0.7,0.010028749148422
"32C",6604,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",14.45,18.59,0.89,1,0,"No",0.77729962345347,0.0271424259032014
"32C",6605,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",9.15,25.62,0.89,1,0,"No",0.357142857142857,0.0515523102242736
"32C",6606,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",11.07,35.4618724829922,0.89,3,1,"Yes",0.312166257021799,0.0987673062150746
"32C",6607,"LEGUMINOSAE","Albizia","polycephala","Albizia polycephala","Tree",9.35,17.6,1.05,1,0,"No",0.53125,0.0243284935093994
"32C",6608,"LEGUMINOSAE","Albizia","polycephala","Albizia polycephala","Tree",13.27,57.3,0.56,1,0,"No",0.231588132635253,0.257868993590121
"32C",6610,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",13.77,55.77,0.89,1,0,"No",0.246906939214631,0.244281833128812
"32C",6611,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",5,12.61,0.89,1,0,"No",0.396510705789056,0.0124887811297971
"32C",6612,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",13.1,24.76,0.89,1,0,"No",0.52907915993538,0.0481494313096848
"32C",6614,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",11.28,31.1589601880422,0.89,2,1,"Yes",0.362014647854934,0.0762527997197845
"32C",6616,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",13.97,22.76,0.89,1,0,"No",0.613796133567663,0.0406850071647554
"32C",6618,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",10.98,27.2681022441973,0.89,3,1,"Yes",0.40266828625144,0.0583982333155275
"32C",6619,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",12.31,25.8379604458247,0.89,2,1,"Yes",0.476430793591886,0.0524331970963769
"32C",6620,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",12.17,39.47,0.89,1,0,"No",0.3083354446415,0.122355679765196
"32D",6623,"LEGUMINOSAE","Leucaena",NA,"Leucaena NA","Shrub/tree",7,11.46,0.72,1,0,"No",0.610820244328098,0.0103147597436048
"32D",6624,"LEGUMINOSAE","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",13.44,12.73,0.75,1,0,"No",1.05577376276512,0.012727605003323
"32D",6625,"LEGUMINOSAE","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",18.69,58.7334870410399,0.75,2,1,"Yes",0.318217101377625,0.270932717591451
"32D",6626,"LEGUMINOSAE","Centrolobium","tomentosum","Centrolobium tomentosum","Tree",10.6,13.46,0.75,1,0,"No",0.787518573551263,0.0142291841899777
"32D",6627,"LEGUMINOSAE","Chloroleucon","foliolosum","Chloroleucon foliolosum","Tree",10.65,40.9697669019486,0.62,2,1,"Yes",0.259947781140377,0.131830793894258
"32D",6628,"LEGUMINOSAE","Cassia","ferruginea","Cassia ferruginea","Tree",19.24,53.8059922313491,0.5,2,1,"Yes",0.357580990557222,0.227379428479987
"32D",6631,"LEGUMINOSAE","Exostyles","venusta","Exostyles venusta","Tree",7.26,13.37,0.72,1,0,"No",0.543006731488407,0.0140395340954621
"32D",6632,"LEGUMINOSAE","Apuleia","leiocarpa","Apuleia leiocarpa","Tree",21.9,36.13,0.76,1,0,"No",0.606144478272903,0.102524061980145
"32D",6633,"LEGUMINOSAE","Pterocarpus","indicus","Pterocarpus indicus","Tree",25.42,148.97,0.52,1,0,"No",0.170638383567161,1.74296038728643
"32D",6634,"LEGUMINOSAE","Chloroleucon","foliolosum","Chloroleucon foliolosum","Tree",13.2,50.1527955352441,0.62,3,1,"Yes",0.263195697450682,0.197551427804828
"32D",6635,"LEGUMINOSAE","Lonchocarpus","sericeus","Lonchocarpus sericeus","Tree",15.72,42.65,0.78,1,0,"No",0.368581477139508,0.142865693067863
"32D",6637,"LEGUMINOSAE","Crudia","tomentosa","Crudia tomentosa","Tree",20.84,77.67,0.78,1,0,"No",0.268314664606669,0.473801565851837
"32D",6639,"LEGUMINOSAE","Martiodendron","fluminense","Martiodendron fluminense","Tree",20.94,66.84,0.85,1,0,"No",0.313285457809695,0.350883352506089
"32D",6640,"LEGUMINOSAE","Martiodendron","fluminense","Martiodendron fluminense","Tree",20.86,64.62,0.85,1,0,"No",0.322810275456515,0.327962198257718
"32D",6643,"LEGUMINOSAE","Plathymenia","reticulata","Plathymenia reticulata","Tree",13.53,30.24,0.52,1,0,"No",0.447420634920635,0.0718213319544838
"32D",6644,"PHYLLANTHACEAE","Bridelia","tomentosa","Bridelia tomentosa","Tree",9.25,47.5134044244359,0.61,3,1,"Yes",0.19468190318189,0.17730548892664
"32D",6645,"LEGUMINOSAE","Mimosa","caesalpiniifolia","Mimosa caesalpiniifolia","Tree",6.08,23.7889596241618,0.84,2,1,"Yes",0.255580744011382,0.0444468287479802
"32D",6647,"LEGUMINOSAE","Apuleia","leiocarpa","Apuleia leiocarpa","Tree",16.07,49.02,0.76,1,0,"No",0.327825377396981,0.18872806848768
"32D",6648,"LEGUMINOSAE","Parkia","pendula","Parkia pendula","Tree",15.64,66.53,0.51,1,0,"No",0.23508191793176,0.347636147361467
"32D",6649,"LEGUMINOSAE","Apuleia","leiocarpa","Apuleia leiocarpa","Tree",18.72,47.43,0.76,1,0,"No",0.394686907020873,0.17668355568299
"32D",6652,"LEGUMINOSAE","Pterocarpus","indicus","Pterocarpus indicus","Tree",13.21,56.3952178823701,0.52,4,1,"Yes",0.23423971918246,0.249789649807141
"32D",6653,"LEGUMINOSAE","Saraca","indica","Saraca indica","Tree",9.09,23.0150494242354,0.8,2,1,"Yes",0.394958960654153,0.0416019516665403
"32D",6654,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",13.27,19.42,0.89,1,0,"No",0.683316168898043,0.0296202235910326
"32D",6655,"LEGUMINOSAE","Poeppigia","procera","Poeppigia procera","Tree",14.84,23.71,0.78,1,0,"No",0.625896246309574,0.044152265166798
"32D",6656,"ARECACEAE","Acrocomia","intumescens","Acrocomia intumescens","Arborescent",14.57,24.51,0.54,1,0,"No",0.594451244390045,0.0471820171219199
"32D",6657,"LEGUMINOSAE","Grazielodendron","rio-docensis","Grazielodendron rio-docensis","Tree",8.57,42.02,0.72,1,0,"No",0.203950499762018,0.138676214330687
"32D",6658,"LEGUMINOSAE","Goniorrhachis","marginata","Goniorrhachis marginata","Tree",12.34,56.02,1.01,1,0,"No",0.220278471974295,0.246476824645967
"32D",6659,"LEGUMINOSAE","Arapatiella","psilophylla","Arapatiella psilophylla","Tree",5.03,18.14,0.87,1,0,"No",0.27728776185226,0.0258442805488299
"32D",6660,"INDETERMINADA",NA,NA,"NA NA","Tree",16.29,32.63,0.62,1,0,"No",0.499233833895188,0.0836226697798225
"32D",6661,"LEGUMINOSAE","Dalbergia","decipularis","Dalbergia decipularis","Tree",7.31,31.83,0.82,1,0,"No",0.229657555765002,0.0795725285308145
"32D",6662,"LEGUMINOSAE","Goniorrhachis","marginata","Goniorrhachis marginata","Tree",11.96,52.2,1.01,1,0,"No",0.22911877394636,0.21400843315519
"32D",6667,"LEGUMINOSAE","Dalbergia","decipularis","Dalbergia decipularis","Tree",12.03,41.7,0.82,1,0,"No",0.288489208633093,0.136572101235019
"32D",6669,"LEGUMINOSAE","Copaifera","lucens","Copaifera lucens","Tree",15.04,27.22,0.61,1,0,"No",0.552534900808229,0.058192380456901
"32D",6670,"LEGUMINOSAE","Apuleia","leiocarpa","Apuleia leiocarpa","Tree",22.19,58.25,0.7,1,0,"No",0.380944206008584,0.266490505579275
"32D",6671,"LEGUMINOSAE","Macrolobium","acaciifolium","Macrolobium acaciifolium","Tree",16.76,34.85,0.63,1,0,"No",0.480918220946915,0.0953883740904877
"32D",6673,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",15.77,31.99,0.89,1,0,"No",0.492966552047515,0.0803745143034229
"32D",6676,"LEGUMINOSAE","Acosmium","lentiscifolium","Acosmium lentiscifolium","Tree",15.85,24.51,0.75,1,0,"No",0.646674826601387,0.0471820171219199
"32D",6678,"LEGUMINOSAE","Lonchocarpus","sericeus","Lonchocarpus sericeus","Tree",18.33,21.33,0.78,1,0,"No",0.859353023909986,0.0357331738462957
"32D",6679,"LEGUMINOSAE","Cenostigma","tocantinum","Cenostigma tocantinum","Tree",16.89,27.69,0.84,1,0,"No",0.609967497291441,0.0602193124750522
"32D",6680,"MYRTACEAE","Syzygium","malaccense","Syzygium malaccense","Tree",19.05,54.27,0.6,1,0,"No",0.3510226644555,0.231318051043774
"32D",6681,"LEGUMINOSAE","Dalbergia","hortensis","Dalbergia hortensis","Shrub/tree",11.37,12.19,0.79,1,0,"No",0.93273174733388,0.0116707104028024
"32D",6682,"LEGUMINOSAE","Centrolobium","microchaete","Centrolobium microchaete","Tree",8.26,15.92,0.85,1,0,"No",0.518844221105528,0.0199056337079695
"32D",6683,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",11.32,17.03,0.89,1,0,"No",0.664709336465062,0.0227781882206875
"32D",6684,"LEGUMINOSAE","Acosmium","lentiscifolium","Acosmium lentiscifolium","Tree",8.18,34.54,0.75,1,0,"No",0.236826867400116,0.0936989119551851
"32D",6685,"LEGUMINOSAE","Schizolobium","parahyba","Schizolobium parahyba","Tree",20.66,81.33,0.49,1,0,"No",0.254026804377229,0.519507026572588
"32D",6686,"LEGUMINOSAE","Copaifera","trapezifolia","Copaifera trapezifolia","Tree",10.78,13.69,0.61,1,0,"No",0.787436084733382,0.0147196260731113
"32D",6688,"LEGUMINOSAE","Samanea","saman","Samanea saman","Tree",20.12,165.84,0.5,1,0,"No",0.12132175590931,2.16007315463334
"32D",6689,"LEGUMINOSAE","Samanea","saman","Samanea saman","Tree",19.35,176.66,0.5,1,0,"No",0.109532435186233,2.45112993301598
"32D",6693,"LEGUMINOSAE","Samanea","saman","Samanea saman","Tree",17.86,40.74,0.5,1,0,"No",0.438389788905253,0.130356271674332
"32E",6695,"ASPARAGACEAE","Yucca",NA,"Yucca NA","Arborescent",6.98,53.5890184646071,0.62,6,1,"Yes",0.130250566253792,0.22554930153362
"32E",6701,"LEGUMINOSAE","Cassia","ferruginea","Cassia ferruginea","Tree",11.59,52.84,0.5,1,0,"No",0.219341408024224,0.219288319432519
"32E",6702,"APOCYNACEAE","Thevetia","peruviana","Thevetia peruviana","Shrub",5.5,18.1116978773388,0.72,2,1,"Yes",0.303671143216316,0.0257636986972653
"32E",6704,"POLYGONACEAE","Triplaris","americana","Triplaris americana","Tree",14.16,20.05,0.49,1,0,"No",0.706234413965087,0.0315732025181183
"32E",6707,"INDETERMINADA",NA,NA,"NA NA","Tree",13.58,44.24,0.62,1,0,"No",0.306962025316456,0.153716369248263
"32E",6709,"POLYGONACEAE","Triplaris","americana","Triplaris americana","Tree",14.9,20.34,0.49,1,0,"No",0.732546705998034,0.0324931472408873
"32E",6711,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",13.42,44.24,0.76,1,0,"No",0.303345388788427,0.153716369248263
"32E",6712,"SAPOTACEAE","Chrysophyllum","oliviforme","Chrysophyllum oliviforme","Tree",20.7,20.34,0.9,1,0,"No",1.01769911504425,0.0324931472408873
"32E",6714,"MORACEAE","Ficus","clusiifolia","Ficus clusiifolia","Tree",20.73,163.61,0.41,1,0,"No",0.126703746714748,2.10237203287366
"32E",6715,"LEGUMINOSAE","Gliricidia","sepium","Gliricidia sepium","Tree",9.5,42.9074364184112,0.64,2,1,"Yes",0.221406842099838,0.144595579646636
"32E",6716,"LEGUMINOSAE","Bowdichia","virgilioides","Bowdichia virgilioides","Tree",11.77,17.83,0.91,1,0,"No",0.660123387549075,0.0249685066187703
"32E",6717,"LEGUMINOSAE","Chloroleucon","tortum","Chloroleucon tortum","Tree",6.79,23.24,0.62,1,0,"No",0.292168674698795,0.042419166309537
"32E",6718,"LEGUMINOSAE","Gleditsia","amorphoides","Gleditsia amorphoides","Tree",10.03,38.13,0.8,1,0,"No",0.263047469184369,0.114188795502924
"32E",6719,"LEGUMINOSAE","Schotia","brachypetala","Schotia brachypetala","Tree",5.18,30.2135085681885,0.72,2,1,"Yes",0.1714464901787,0.0716955504386157
"32E",6721,"BIGNONIACEAE","Crescentia","cujete","Crescentia cujete","Tree",6.78,24.22,0.7,1,0,"No",0.279933938893477,0.0460721159993516
"32E",6722,"LEGUMINOSAE","Tachigali","paratyensis","Tachigali paratyensis","Tree",27.19,48.38,0.58,1,0,"No",0.562009094667218,0.183832210496325
"32E",6723,"LEGUMINOSAE","Peltophorum","dubium","Peltophorum dubium","Tree",9.84,27.41,0.74,1,0,"No",0.358993068223276,0.0590076001885626
"32E",6724,"LEGUMINOSAE","Chloroleucon","foliolosum","Chloroleucon foliolosum","Tree",8.4,19.74,0.62,1,0,"No",0.425531914893617,0.0306044217375491
"32E",6725,"MELIACEAE","Guarea","guidonia","Guarea guidonia","Tree",21.3,83.78,0.76,1,0,"No",0.254237288135593,0.551277913808433
"32E",6727,"ERYTHROXYLACEAE","Erythroxylum","pulchrum","Erythroxylum pulchrum","Tree",13.36,56.15,1.07,1,0,"No",0.23793410507569,0.247622100101815
"32E",6729,"LEGUMINOSAE","Piptadenia","paniculata","Piptadenia paniculata","Tree",23.33,55.7,0.8,1,0,"No",0.418850987432675,0.243668994795895
"32E",6730,"LEGUMINOSAE","Andira","legalis","Andira legalis","Tree",9.74,16.23,0.77,1,0,"No",0.600123228589033,0.0206884007875196
"32E",6731,"INDETERMINADA",NA,NA,"NA NA","Tree",11.52,23.87,0.62,1,0,"No",0.482614160033515,0.0447501730806292
"32E",6732,"LEGUMINOSAE","Delonix","regia","Delonix regia","Tree",16.81,86.23,0.58,1,0,"No",0.19494375507364,0.583991671539438
"32E",6733,"ASPARAGACEAE","Dracaena",NA,"Dracaena NA","Arborescent",6.92,31.2032193851852,0.42,2,1,"Yes",0.221771988158552,0.0764695774668639
"32E",6734,"LEGUMINOSAE","Amburana","cearensis","Amburana cearensis","Tree",8,13.02,0.51,1,0,"No",0.614439324116744,0.0133141010818401
"32E",6735,"LEGUMINOSAE",NA,NA,"NA NA","Tree",21.71,58.31,0.72,1,0,"No",0.372320356714114,0.267039781638829
"32E",6736,"LEGUMINOSAE","Saraca","thaipingensis","Saraca thaipingensis","Tree",12.63,26.99,0.47,1,0,"No",0.467951092997407,0.0572131224648321
"32E",6737,"LEGUMINOSAE","Machaerium","scleroxylon","Machaerium scleroxylon","Tree",10.89,65.3415549248715,0.86,2,1,"Yes",0.166662700520689,0.335327222411088
"32E",6738,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",13,19.58,0.89,1,0,"No",0.66394279877426,0.0301103120449925
"32E",6741,"LEGUMINOSAE","Saraca","indica","Saraca indica","Tree",9.59,25.2899130089449,0.8,2,1,"Yes",0.379202569680966,0.0502324721726291
"32E",6742,"LEGUMINOSAE","Delonix","regia","Delonix regia","Tree",15.39,63.47,0.58,1,0,"No",0.242476760674334,0.316393008421516
"32E",6744,"LEGUMINOSAE","Luetzelburgia","guaissara","Luetzelburgia guaissara","Tree",20.79,56.98,0.67,1,0,"No",0.364864864864865,0.254996823922503
"32E",6745,"LEGUMINOSAE","Poecilanthe","parviflora","Poecilanthe parviflora","Tree",13.44,59.52,0.99,1,0,"No",0.225806451612903,0.278237540975597
"32E",6747,"LEGUMINOSAE","Cyclolobium","brasiliense","Cyclolobium brasiliense","Tree",7.66,33.5143267872115,0.9,2,1,"Yes",0.228558969679884,0.0882167149649464
"32E",6748,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",11.93,24.99,0.89,1,0,"No",0.477390956382553,0.0490481231581523
"32E",6749,"LEGUMINOSAE","Mimosa","schomburgkii","Mimosa schomburgkii","Tree",7.62,23.24,0.91,1,0,"No",0.327882960413081,0.042419166309537
"32E",6751,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",21.73,99.95,0.55,1,0,"No",0.217408704352176,0.784612961583592
"32E",6752,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",18.5,51.82,0.55,1,0,"No",0.357005017367812,0.210903942710839
"32E",6753,"ANACARDIACEAE","Mangifera","indica","Mangifera indica","Tree",19.7,90.59,0.55,1,0,"No",0.217463296169555,0.644540780557282
"32E",6754,"LEGUMINOSAE","Peltogyne","mattosiana","Peltogyne mattosiana","Tree",6.4,17.2188995002584,0.79,2,1,"Yes",0.371684613171936,0.0232863094164791
"32E",6755,"LEGUMINOSAE","Cassia","fistula","Cassia fistula","Tree",6.37,13.46,0.9,1,0,"No",0.473254086181278,0.0142291841899777
"32E",6756,"LEGUMINOSAE","Anadenanthera","peregrina","Anadenanthera peregrina","Tree",22.31,71.75,1.08,1,0,"No",0.310940766550523,0.404327883255528
"32E",6757,"LEGUMINOSAE","Elizabetha","princeps","Elizabetha princeps","Tree",10.72,26.23,0.82,1,0,"No",0.408692337018681,0.0540364068053752
"32E",6759,"LEGUMINOSAE","Macrolobium","bifolium","Macrolobium bifolium","Tree",20.79,38.58,0.69,1,0,"No",0.538880248833593,0.116899950693064
"32F",6762,"COMBRETACEAE","Terminalia","argentea","Terminalia argentea","Tree",11.44,55.9,0.8,1,0,"No",0.204651162790698,0.245422003496598
"32F",6763,"MALVACEAE","Bombax","ceiba","Bombax ceiba","Tree",18.43,69.46,0.35,1,0,"No",0.265332565505327,0.37893039215991
"32F",6765,"SAPOTACEAE","Pouteria","grandiflora","Pouteria grandiflora","Tree",14.38,46.7892605199099,0.71,2,1,"Yes",0.307335483403953,0.17194210697056
"32F",6766,"MALVACEAE","Adansonia","digitata","Adansonia digitata","Tree",19.12,154.06,0.28,1,0,"No",0.124107490588083,1.86410198286269
"32F",6767,"MALVACEAE","Ceiba","speciosa","Ceiba speciosa","Tree",13.22,55.26,0.56,1,0,"No",0.23923271806008,0.239834492466629
"32F",6769,"MELIACEAE","Swietenia","macrophylla","Swietenia macrophylla","Tree",22.92,105.36,0.47,1,0,"No",0.21753986332574,0.871849264021169
"32F",6774,"ARECACEAE","Roystonea","oleracea","Roystonea oleracea","Arborescent",20.46,50.61,0.52,1,0,"No",0.404267931238886,0.201169694311747
"32F",6775,"ACHARIACEAE","Hydnocarpus",NA,"Hydnocarpus NA","Tree",11.44,56.02,0.63,1,0,"No",0.204212781149589,0.246476824645967
"33A",6776,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",13.58,20.94,0.76,1,0,"No",0.648519579751671,0.0344384214119901
"33A",6777,"COMBRETACEAE","Terminalia","acuminata","Terminalia acuminata","Tree",24,24,0.96,1,0,"No",1,0.045238934211693
"33A",6778,"PHYLLANTHACEAE","Hieronyma","alchorneoides","Hieronyma alchorneoides","Tree",12.85,39.5,0.64,1,0,"No",0.325316455696203,0.122541748444087
"33A",6779,"MELIACEAE","Trichilia","hirta","Trichilia hirta","Tree",6.87,15.37,0.5,1,0,"No",0.4469746258946,0.0185540027386707
"33A",6780,"BIGNONIACEAE","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Tree",7.54,15.28,0.76,1,0,"No",0.493455497382199,0.0183373506552975
"33A",6781,"LEGUMINOSAE","Libidibia","ferrea","Libidibia ferrea","Tree",15.08,42.14,1.17,1,0,"No",0.357854769814903,0.139469403643866
"33A",6782,"LEGUMINOSAE","Paubrasilia","echinata","Paubrasilia echinata","Tree",13.97,68.12,0.89,1,0,"No",0.205079271873165,0.364451011531
"33A",6783,"BURSERACEAE","Pachylobus","edulis","Pachylobus edulis","Tree",16.88,67.48,0.5,1,0,"No",0.250148192056906,0.357635012109772
"33A",6784,"BIGNONIACEAE","Fernandoa","adenophylla","Fernandoa adenophylla","Tree",4.32,19.13,0.49,1,0,"No",0.225823314166231,0.0287421877142624
"33A",6785,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",15.64,49.97,0.76,1,0,"No",0.312987792675605,0.196113992086178
"33A",6786,"BIGNONIACEAE","Tabebuia","moaensis","Tabebuia moaensis","Tree",6.94,21.49,0.6,1,0,"No",0.322940902745463,0.0362712658360026
"33A",6787,"BIGNONIACEAE","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Tree",9.71,15.28,0.76,1,0,"No",0.635471204188482,0.0183373506552975
"33A",6788,"MALVACEAE","Cola","nitida","Cola nitida","Tree",8.93,39.92,0.6,1,0,"No",0.223697394789579,0.125161553973842
"33A",6789,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",12.18,49.08,0.6,1,0,"No",0.248166259168704,0.189190353846656
"33A",6790,"RUBIACEAE","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",18.74,65.25,0.71,1,0,"No",0.2872030651341,0.334388176804985
"33A",6792,"LEGUMINOSAE","Dalbergia",NA,"Dalbergia NA","Tree",14.19,36.92,0.79,1,0,"No",0.384344528710726,0.107056555511204
"33A",6793,"INDETERMINADA",NA,NA,"NA NA","Tree",10.6,28.14,0.62,1,0,"No",0.376687988628287,0.0621925075508638
"33A",6794,"LECYTHIDACEAE","Cariniana","estrellensis","Cariniana estrellensis","Tree",16.92,111.47,0.78,1,0,"No",0.151789719206962,0.975901271004315
"33A",6795,"MALVACEAE","Ceiba","speciosa","Ceiba speciosa","Tree",7.21,14.01,0.56,1,0,"No",0.514632405424697,0.0154158030051467
"33A",6796,"BIGNONIACEAE","Markhamia","obtusifolia","Markhamia obtusifolia","Tree",7.35,26.26,0.59,1,0,"No",0.27989337395278,0.0541600834541654
"33A",6797,"BIGNONIACEAE","Markhamia","lutea","Markhamia lutea","Tree",11.92,30.2849880303757,0.62,2,1,"Yes",0.393594344103564,0.0720351880203953
"33A",6798,"BIGNONIACEAE",NA,NA,"NA NA","Tree",7.15,19.8,0.64,1,0,"No",0.361111111111111,0.0307907495978336
"33A",6799,"MALVACEAE","Ceiba","speciosa","Ceiba speciosa","Tree",14.4,37.4,0.56,1,0,"No",0.385026737967914,0.109858353503381
"33A",6800,"BIGNONIACEAE","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Tree",8.41,17.83,0.76,1,0,"No",0.471676948962423,0.0249685066187703
"33A",6801,"MALVACEAE","Ceiba","speciosa","Ceiba speciosa","Tree",13.04,25.11,0.56,1,0,"No",0.51931501393867,0.0495203045339868
"33A",6802,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",11.78,39.15,0.76,1,0,"No",0.300893997445722,0.120379743649795
"33A",6804,"APOCYNACEAE","Aspidosperma","olivaceum","Aspidosperma olivaceum","Tree",9.59,54.11,0.75,1,0,"No",0.177231565329884,0.22995610779659
"33A",6806,"RUBIACEAE","Calycophyllum","spruceanum","Calycophyllum spruceanum","Tree",14.36,68.31,0.71,1,0,"No",0.210218123261601,0.366486897088214
"33A",6807,"LECYTHIDACEAE","Pachylecythis","pisonis","Pachylecythis pisonis","Tree",13.36,42.14,0.88,1,0,"No",0.31703844328429,0.139469403643866
"33A",6808,"LECYTHIDACEAE","Cariniana","legalis","Cariniana legalis","Tree",14.22,78.85,0.55,1,0,"No",0.180342422320862,0.488307367274963
"33A",6809,"ARAUCARIACEAE","Agathis","australis","Agathis australis","Tree",17.83,57.42,0.45,1,0,"No",0.310518982932776,0.25895020411778
"33A",6810,"BIGNONIACEAE","Paratecoma","peroba","Paratecoma peroba","Tree",30.41,61.18,0.64,1,0,"No",0.49705786204642,0.293973935657061
"33A",6813,"LEGUMINOSAE","Dipteryx","odorata","Dipteryx odorata","Tree",18.49,26.17,0.86,1,0,"No",0.706534199465036,0.0537894776228031
"33A",6815,"BIGNONIACEAE","Handroanthus","chrysotrichus","Handroanthus chrysotrichus","Tree",9.94,24.3113841646254,0.76,2,1,"Yes",0.408861952601749,0.0464204400848183
"33A",6817,"LECYTHIDACEAE","Cariniana","legalis","Cariniana legalis","Tree",24.62,55.32,0.55,1,0,"No",0.445046999276934,0.24035558844008
"33A",6818,"LEGUMINOSAE","Cenostigma","pluviosum","Cenostigma pluviosum","Tree",20.38,67.16,0.91,1,0,"No",0.303454437164979,0.354251139830737
"33A",6821,"ERYTHROXYLACEAE","Erythroxylum","pulchrum","Erythroxylum pulchrum","Tree",13.58,32.31,1.07,1,0,"No",0.420303311668214,0.0819905495644295
"33A",6822,"LECYTHIDACEAE","Cariniana","estrellensis","Cariniana estrellensis","Tree",26.26,68.75,0.78,1,0,"No",0.381963636363636,0.371223350668325
"33A",6824,"MALVACEAE","Ceiba","speciosa","Ceiba speciosa","Tree",16.18,59.21,0.56,1,0,"No",0.273264651241344,0.275346780933451
"33A",6825,"BIGNONIACEAE","Handroanthus","heptaphyllus","Handroanthus heptaphyllus","Tree",18.39,25.94,0.76,1,0,"No",0.708943716268311,0.0528481543620263
"33A",6826,"SAPOTACEAE",NA,NA,"NA NA","Tree",12.58,25.02,0.8,1,0,"No",0.502797761790568,0.0491659564446068
"33A",6829,"BIGNONIACEAE","Tabebuia",NA,"Tabebuia NA","Tree",8.67,29.6,0.6,1,0,"No",0.292905405405405,0.0688134454842308
"33A",6832,"MELIACEAE","Cedrela","odorata","Cedrela odorata","Tree",18.03,31.19,0.44,1,0,"No",0.578069894196858,0.0764047978263468
"33A",6833,"RUBIACEAE","Genipa","americana","Genipa americana","Tree",21.24,79.61,0.57,1,0,"No",0.266800653184273,0.497765885940832
"33A",6834,"LEGUMINOSAE","Myroxylon","peruiferum","Myroxylon peruiferum","Tree",6.55,19.77,0.95,1,0,"No",0.331310065756196,0.0306975149818566
